,file_name,phoneme
16,3101_edugame2023_1c148def3c254026adc7a7fdc3edc6f6_c85ab35dfd27413f9aecad4ba972ed5a.wav,[PAD][UNK][PAD]
17,3101_edugame2023_1c148def3c254026adc7a7fdc3edc6f6_ef8ea6d7be9c47249c52e05f34474bb7.wav,ɔʁsjɛʁ
18,3101_edugame2023_757fce9b288549d5958f957d4b181073_2c323086ef9a413b9d1aa71cf2df090d.wav,abiʁ
19,3101_edugame2023_757fce9b288549d5958f957d4b181073_4a0421472a83489694463f5ab1cb22e6.wav,omaʒ
20,3101_edugame2023_757fce9b288549d5958f957d4b181073_60e12fad83bb4640b7d5b929b27aaa82.wav,animo
21,3101_edugame2023_757fce9b288549d5958f957d4b181073_6b5918de74ef4c2ea2f1b59b9235a6c7.wav,[PAD][UNK][PAD]
22,3101_edugame2023_757fce9b288549d5958f957d4b181073_715b7be1c9714cbfac93d2d1e58e6cce.wav,øval
23,3101_edugame2023_757fce9b288549d5958f957d4b181073_732c6606bd2f436db448b75e9b781407.wav,onalʒ
24,3101_edugame2023_757fce9b288549d5958f957d4b181073_824e1d9f0d384e93b32bf59e03b91b35.wav,waz
25,3101_edugame2023_757fce9b288549d5958f957d4b181073_8321d59f328b444bb46207accaa000bf.wav,omo
26,3101_edugame2023_757fce9b288549d5958f957d4b181073_8fd5cd84040947aba9fdd736a43dbad9.wav,anaʁi
27,3101_edugame2023_757fce9b288549d5958f957d4b181073_918f0339d1d84be69b7480d1a7391315.wav,pavjo
28,3101_edugame2023_757fce9b288549d5958f957d4b181073_98de2889d98f4ee78258a254612eca47.wav,ikɑ̃
29,3101_edugame2023_757fce9b288549d5958f957d4b181073_a9c85645baaf4a589fe6b1bcb754ec33.wav,ato
30,3101_edugame2023_757fce9b288549d5958f957d4b181073_d0590ab06f2841b5ba91558f109fc69f.wav,apital
31,3101_edugame2023_757fce9b288549d5958f957d4b181073_d1796c83c1314866aeefe5572523a195.wav,ɔʁsjɛʁ
32,3101_edugame2023_757fce9b288549d5958f957d4b181073_d6cf636cbd5d4454bd456ce2116763fc.wav,omal
33,3101_edugame2023_757fce9b288549d5958f957d4b181073_ec2f1356e96542d8b6b87b1316595a65.wav,ʁif
34,3101_edugame2023_757fce9b288549d5958f957d4b181073_ee02435caa8b42179ef739a579471f7b.wav,laʒ
35,3101_edugame2023_757fce9b288549d5958f957d4b181073_f12248c4270b4c8ea05901467e9838f1.wav,[PAD][UNK][PAD][PAD]aty
36,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_1436ea1ad93445518d2f6e467056ffa7.wav,ɛspe[PAD]ydjo
37,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_1cb5e05e6d7944d29d37f069675e0ec3.wav,oʒjɔ̃
38,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_44095b4902b745c9b09bf7e16d787f2c.wav,lɛz
39,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_4a0a638918194b8f97d255428614c269.wav,a[PAD]ato
40,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_5934887c96ba416ab0d2ad0dea32bd0f.wav,lome
41,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_5b74acdb736041b4b2398adfdcd63ccc.wav,ʁido
42,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_7031e13872cb46ec9b959a2c63a8b457.wav,ameʁa
43,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_70637d41b21347b98aa6061979979bc9.wav,at
44,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_99c9a0dfc4c649f9901a643cdfe368c7.wav,aʁavan
45,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_9b5b3aca4b344927bc7c889fca2fa7fc.wav,apo
46,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_a63c192344144f8fbb4d2a3218f7d486.wav,ɔ̃bɛ̃
47,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_ab0071571e0c418ab06aa1fbd74f8b9b.wav,labɛt
48,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_c478cf94d1684123927f9810c3b018c8.wav,ʁotal
49,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_d6a0ee2ae9cd4c049953f70a75eb3c74.wav,ɛspe[PAD]piʁ[PAD]iʁal
50,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_dd8b1552097a40cb979888a17c0a2ae2.wav,olysjɔ̃
51,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_e211550add0f42f89dcfdf891cccd688.wav,ʁuf
52,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_e305394ecb8d4b4eb43ad8fec0594e8e.wav,an[PAD]an[PAD]nyʒ
53,3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_f7fb02870cca4a16aa27890df8e05f49.wav,aʒɔ̃
54,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_09b3f756ad1746afaa1538baa933d896.wav,olysjɔ̃
55,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_1385657ad0764eca9401c6d92ca71b5d.wav,ʁɔf
56,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_2f7f54cb488447938ce86eb6cc9afe51.wav,lɛz
57,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_48f3ba4a57384f26b503fbd74923e2a5.wav,anyʒ
58,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_54778cfbed974d3c92678654ca7625e9.wav,iʁ[PAD]ɛs[PAD]miʁal
59,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_56b23f4aa776472889ff12baa66eeec9.wav,ɔʒ[PAD]ʒjɔ̃
60,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_6c841b9e3bfb49699f96e69140a0dbd4.wav,lome
61,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_6ddbc7a01b50481bb23c6b4f54cf37d4.wav,ato
62,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_8c8a6ef44bfc4ca3aa2aa28befba3919.wav,ʁido
63,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_9205c9ebc8d84da5b23260a2de222d35.wav,ameʁa
64,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_98666cb18fbf4a89a52f8dbd11960b97.wav,aʒɔ̃
65,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_a1c214ab8fe84cbdbbb906674d5e1bf0.wav,aʁavan
66,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_a1f6d7d2c49343529943d1e497087356.wav,labɛt
67,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_a904b1f36eab45a791f3cc6db8472c6a.wav,pe[PAD]lat
68,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_b0b60983825147cb9b1254cfdb9a4293.wav,apo
69,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_b1aab44cd6be40de9df59caa90ff1045.wav,ɔ̃bɛ̃
70,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_d0bef1ce4e5347a9b19aff4d7907cbc2.wav,pe[PAD]pe[PAD]pe[PAD]ʁo[PAD]ʁotal
71,3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_d7637a31e0cb4d20a4fcc3283ed2d888.wav,pydjo
72,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_0b0ed39020ec4371b7efdcf03a83fc5d.wav,patyl
73,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_0c111e2a1a474fa295c3e45175e6b99e.wav,abita
74,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_0cc39b6da5a7483a8e80d06a26b29c7a.wav,o[PAD]o[PAD]ʃe
75,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_0da7fd9e848e489c859d2f42bf038a4b.wav,ɛspe[PAD]paljo
76,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_37d29343a30843f497bd5103cb836547.wav,labiʁ
77,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_40e10f8528684d2e8375e0a6136a2931.wav,aʁi
78,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_7bbbd8d306df42528338ff478746b3e9.wav,oʁjɛʁ
79,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_7ed98dbe356048e9aa7f0538cc4246a9.wav,[PAD][UNK][PAD]
80,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_85f7cde1e6624e49a7e1aebc0959589a.wav,ɛʁ[PAD]beɛʁ[PAD]ʁomal
81,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_93c05ef38de24d9a923a0008f673bb11.wav,aneɔ̃
82,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_942db8aa094f45fbb4d3caafc48ea7f9.wav,ɑ̃[PAD]kɔ̃
83,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_a1c790104d4846a2846daa85c91c9105.wav,pe[PAD]ɛl[PAD]laʒ
84,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_a3bc01d1a5d94662a765b371b37304f5.wav,lomo
85,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_beeab2c1580e472fbc641478ba67d67f.wav,oʁwa
86,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_c2b5f13b31b946bd90b8835c88f70d2e.wav,ikɑ̃
87,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_e8672cc15841465ca97576f14566a398.wav,ʁif
88,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_f87714d2c5714a488ad64141a21c4e85.wav,ɛf[PAD]ʁomaʒ
89,3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_fd2a60d0e08f4beaa9bffa90b796a971.wav,ato
90,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_0d4684d0f3a848419f8c19182e001c09.wav,[PAD][UNK][PAD]
91,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_1733188626c44f4983aae8f178dffa09.wav,[PAD][UNK][PAD]
92,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_1fb2cc58b19f4d4284978a1eb64e45db.wav,omo
93,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_238a9e74e18343e095821f98bec57c2f.wav,[PAD][UNK][PAD]
94,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_2657d7684c6f476e85ca92cdc058a2bd.wav,[PAD][UNK][PAD]
95,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_52c943502b364acda52b17125c1ba6e4.wav,kɔ̃da
96,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_779e16ee51ef48d4a48000f16a9cc2c4.wav,[PAD][UNK][PAD]
97,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_8b1aef98ca73491cadb981bd2f726e11.wav,[PAD][UNK][PAD]
98,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_962587368f5542f181ed24256832e331.wav,plaʒ
99,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_9b660e26b5e1408d93e6faaba769b923.wav,[PAD][UNK][PAD]
100,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_a7ef50bdb2574ed1b1d5b7d02ddcc942.wav,[PAD][UNK][PAD]
101,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_a80531741eee4acd8ff6af4e4a2a51bd.wav,[PAD][UNK][PAD]
102,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_bd4c64a54c3749c29e456cc8ecb94cd8.wav,[PAD][UNK][PAD]
103,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_c07ac8e208f040e1ac19876f2351de9c.wav,[PAD][UNK][PAD]
104,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_c6cef974d0524a8392b99e626bcebb4e.wav,[PAD][UNK][PAD]
105,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_ce5364cea2e74bc8bb18bf3eac34fab3.wav,[PAD][UNK][PAD]
106,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_e4f98182df534822a26b39af7975ad96.wav,bato
107,3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_fdc87e158db94082acd163c67dc5c47a.wav,[PAD][UNK][PAD]
108,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_02f3f38fc25d4cb6a0177b496d1ad03d.wav,ɔ̃bɛ̃
109,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_1289d07a55144b8fa9cb3f333d0fb85a.wav,ɛs[PAD]piʁ[PAD]piʁal
110,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_185098286a904acd8583fa595f5f4d51.wav,olysjɔ̃
111,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_2d3d3915c91e4d90806c7fddbb21c99a.wav,[PAD][UNK][PAD]
112,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_45decda1d639466da4bec06848560705.wav,ato
113,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_494f52cbf2494b14a7379bd8238210c7.wav,one[PAD]one
114,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_4f56aa5d18d94ab286874943bb12a6cd.wav,of
115,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_636a5cd2bcf049ddb275a09d5005d812.wav,pydjo
116,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_7628814878b2429e820521c69373c9a1.wav,enyʒ
117,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_823ab02569a943b7abddd92b0209a9b2.wav,avan
118,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_916226eb4028422ab9662c78d3ff916c.wav,otal
119,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_968de381e4df44a7b75f39d784ee01f0.wav,aʒɑ̃
120,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_9ec2df6460a14df982f3ae18a78ee6fb.wav,ɛz
121,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_9f527f2afb144556984b0e5b4c701ad9.wav,apo
122,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_a82f6155ad7149dbbe12536ce9e96342.wav,abɛt
123,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_c79215f270e04029b1aa1d1c9c830eda.wav,ɛf[PAD]ʁiɡo
124,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_f106ad0ce3a94dc9be5e7f8d41de0677.wav,ak
125,3104_edugame2023_6d940721e89c4d45840fcb307338e2da_ff4f8fe0b6394f1aba6fa0278170052b.wav,oʒjɔ̃
126,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_08148a3dd9c9440ba38204627a64de11.wav,oʒjɔ̃
127,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_0b00e6fabd1c4648b9281ec8837bf2e6.wav,olysjɔ̃
128,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_13a68bdb78684add8dc1efc4ed666afc.wav,anyʒ
129,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_35fc8385ba7b4b22a6058b6f3ad88621.wav,ydjo
130,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_4904c7caca36402dbc504195217ebc3c.wav,aʒɔ̃
131,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_4cb66665f8f944fd87c9028d7312a398.wav,ɛs[PAD]piʁal
132,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_4eeda8aba7404d84979f62f7a46b296c.wav,otan
133,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_5e4419d5d9464903a0e56c15955e1e63.wav,avan
134,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_6400ed51cccd4a38a911f86e4a94e88d.wav,ameʁa
135,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_7e5aa4ad7ca94f2c82b77ccba729bf5d.wav,abɛt
136,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_a884e82204b741ae82d74d7ee4724ed5.wav,fʁiɡo
137,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_b6e0f54d931d4d90bd60c8d0534278cd.wav,ɔ̃bɛ̃
138,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_b7d82819b8264e9c91680d234c54ba12.wav,apo
139,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_bd0c1ec00e724012939c8a6d3327cb44.wav,ak
140,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_cc95fc926b1e4ba8bd1699b79de0c167.wav,ato
141,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_d1f0050b035f4365bd8863e537925076.wav,ɛz
142,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_d4e8bc882852408abdad24f416262cc7.wav,one
143,3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_e196061ee1bc4f2991a10d97b020dfbc.wav,uf[PAD]tʁuf
144,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_0a13124d0c9e49b8b713a0c2805cf9e9.wav,[PAD][UNK][PAD]
145,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_226d19749b9d4f05b5d9ad30111acde1.wav,[PAD][UNK][PAD]
146,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_227cae85c6104feda540626ab33021c2.wav,ɡlɔt
147,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_304769cac6354662bf00a571a5ae4e68.wav,solityd
148,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_327ee97f12934376a66d790eba785d0a.wav,[PAD][UNK][PAD]
149,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_4108ade0de4c49c393bab02a5ce999e5.wav,ɡatin
150,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_6da2475e8bec4ab6929746da3c1d63a2.wav,pobje
151,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_6e6c81c340e248d0966ab155678629ab.wav,[PAD][UNK][PAD]
152,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_7bacbcdd56ca4361ae4c764d05685bef.wav,tasjɔ̃
153,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_7d4409ba2fba484a9f545916b49181cb.wav,ladaʁ
154,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_86b0dd26c18342e6ad8ae05254fb88f1.wav,[PAD][UNK][PAD]
155,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_9cf2feb40b8f424c846b016f0eab7ef9.wav,kamaʁad
156,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_abeca8ee6f944ecc9710867912219552.wav,[PAD][UNK][PAD]
157,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_c0f3d9bea9c549c6a9dd489f920249a7.wav,[PAD][UNK][PAD]
158,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_da9cbf7de6d64102a5f074a68b262451.wav,[PAD][UNK][PAD]
159,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_dd9b1581c337429881ef5e815ec609d1.wav,tʁikalm
160,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_e6da8ba6a5034a82869817d31cd3fb60.wav,[PAD][UNK][PAD]
161,3105_edugame2023_879b650d76d74d8081ba631b080c0f44_fcb88e6458d04790a139404115f67691.wav,[PAD][UNK][PAD]
162,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_0469cf2201a84949866acf34af619675.wav,[PAD][UNK][PAD]
163,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_08a4e2717caf48db99c85b537b536109.wav,[PAD][UNK][PAD]
164,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_1b2b257fa19b42868086296db01036e3.wav,[PAD][UNK][PAD]
165,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_40d2cc27a50a4a9db5bb732caae9ffdd.wav,[PAD][UNK][PAD]
166,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_6457e02de3bf471b8d9c3147c49be40d.wav,[PAD][UNK][PAD]
167,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_64f5b3692d0041728019a4659070b28d.wav,[PAD][UNK][PAD]
168,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_70e5faecdd2340119573c4f7b0e29117.wav,[PAD][UNK][PAD]
169,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_72b2690d9a8c4fb9805095fd757c0df0.wav,[PAD][UNK][PAD]
170,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_838b48005fb349bab2b13429ea259981.wav,stasjɔ̃
171,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_85d23038026645a3ba793808792c26d1.wav,[PAD][UNK][PAD]
172,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_88e99fd5f8f54daa8f9defdd6a85e22a.wav,[PAD][UNK][PAD]
173,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_8cdf6d46034747e486c1c983bc0c9102.wav,ape[PAD]kanape
174,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_bc78975109c94ba1bffb8f12361237b0.wav,ɡloty
175,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_d88ae62222764fcfac76ea1ccbcdec27.wav,[PAD][UNK][PAD]
176,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_ee64056f3273430baf42b99870a00a19.wav,ʁato
177,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_f30e059214b04e8790539a81631c6433.wav,[PAD][UNK][PAD]
178,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_fa6ced92a22248bcbfeceaad3eafe4fe.wav,ʃəmɛ̃
179,3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_ff228dc6feaa432b914e5ce021c00c7b.wav,[PAD][UNK][PAD]
180,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_12e710358b0f484f91d6bfdf0bb47c5f.wav,ɡlo[PAD]oty[PAD]oty
181,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_1ad9b23e9cdb4f828bd5a6e9b18cdfd5.wav,ym
182,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_276c28e94ce14a05a8c92a143354ba45.wav,fʁisɔ̃[PAD]ʁisɔ̃[PAD]œ̃[PAD]ʁisɔ̃
183,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_33e1541fc8c64755bd070eedb380aa8c.wav,se[PAD]anape
184,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_36f1b98998ff458fb2dcc6480a135a9d.wav,amaʁad
185,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_3a5d56b592254f8c87f9a47c0fe5ac10.wav,olityd
186,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_3a858a1d244b4af9a87c491525d61690.wav,peɛl[PAD]lik[PAD]lik
187,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_52ceca2042954493b7c1d9d6ae68dbf0.wav,ikal
188,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_84a3dfd8d6b144ab83001ec6e229d1ef.wav,ɔt
189,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_8b1603b180424710a156f2fe7d089ba0.wav,obje
190,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_920acaf96c8a4a3a9b39ad16033edb77.wav,speʁeo[PAD]ɛspe[PAD]ɛs
191,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_920d0f54a58e4561b942a48ab9c17475.wav,oto[PAD]oto
192,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_9acf3de9c6a146b19e9d77df88748291.wav,atin
193,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_b33960a6fedd40bc815ede68465cf34e.wav,asjɔ̃[PAD]asjɔ̃
194,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_b646ce220e9d43588eff389b2ba51bb1.wav,ɑ̃da
195,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_d5c9899fca1e46b48d69b94d60c05040.wav,ʃømɛ̃[PAD]ømɛ̃
196,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_e5677bb36d454578ae530c5cf4e4e22b.wav,peɛl[PAD]ladaʁ
197,3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_f16fe17839de4337bbae00b0d8c4bf76.wav,azɛ̃[PAD]ʁazɛ̃[PAD]azɛ̃
198,3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_063c720a507e4685b3423efa16c41c25.wav,azɛ̃
199,3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_0a97aee55f0f4318977714c0bcd454d1.wav,ka[PAD]amaʁad
200,3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_21b099a8e57d461094adf791048b635c.wav,olityd
201,3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_25c8fd65d0024fbb82775023fdc6c7be.wav,ato
202,3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_44c4af4a46684f49880127613fab2417.wav,asjɔ̃
203,3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_44fbbd496b84488caf31acdc3cdc2015.wav,ɔt[PAD]ɔt[PAD]ɔt
204,3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_46a1a509e58f41969d116683a51586cf.wav,ømɛ̃
205,3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_6346ada1258c4484ac052e84f66662a9.wav,oty
206,3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_634c98afa67741ec9dc916abe8bcdad3.wav,pladaʁ[PAD]adaʁ
207,3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_6f21e31162eb4b74baaa848703a714f0.wav,obje
