file_name,participant_id,phase,language,form,config_id,config,API_target,trial_answer_coder1,accuracy_coder1,notes_coder1,trial_answer_coder2,accuracy_coder2,notes_coder2,trial_answer_coder1_phonemized
3101_edugame2023_1c148def3c254026adc7a7fdc3edc6f6_81fde63f5c1a4b77a0bc9ee5c2e4b9d8.wav,3101,DELETION,fr,B,phondel_B_word_4,canari,[anaʁi],anari,1.0,,a anari,1.0,sounding_out,
3101_edugame2023_1c148def3c254026adc7a7fdc3edc6f6_82d2a6815afd4b3bbe1ddc866b993fdd.wav,3101,DELETION,fr,B,phondel_B_word_6,gloire,[lwaʁ],{inaudible},0.0,inaudible,{cut recording},,cut_recording,
3101_edugame2023_1c148def3c254026adc7a7fdc3edc6f6_a7b8dec9763240d8bf5641984c141cbc.wav,3101,DELETION,fr,B,phondel_B_pseudo_3,glomo,[lɔmɔ],lomo,1.0,,lomo,1.0,,
3101_edugame2023_1c148def3c254026adc7a7fdc3edc6f6_b302c6c515384d94b0c9b481fa5f58a2.wav,3101,DELETION,fr,B,phondel_B_word_1,bateau,[ato],{cut recording},,cut_recording,{only_environment},,,
3101_edugame2023_1c148def3c254026adc7a7fdc3edc6f6_b404a514e2354e7e8b3e4c436fed164c.wav,3101,DELETION,fr,B,phondel_B_pseudo_2,condas,[ɔ̃da],ondin,1.0,,ondin,1.0,,
3101_edugame2023_1c148def3c254026adc7a7fdc3edc6f6_b5bbc9668f3f493dbd126f9f07039703.wav,3101,DELETION,fr,B,phondel_B_pseudo_5,spalio,[paliɔ],adio,0.0,,adio,0.0,,
3101_edugame2023_1c148def3c254026adc7a7fdc3edc6f6_c85ab35dfd27413f9aecad4ba972ed5a.wav,3101,DELETION,fr,B,phondel_B_pseudo_0,triffe,[ʁif],{only_environment},,,{only_environment},,,
3101_edugame2023_1c148def3c254026adc7a7fdc3edc6f6_ef8ea6d7be9c47249c52e05f34474bb7.wav,3101,DELETION,fr,B,phondel_B_word_7,sorcière,[ɔʁsjɛʁ],orcière,1.0,,orcière,1.0,,
3101_edugame2023_757fce9b288549d5958f957d4b181073_2c323086ef9a413b9d1aa71cf2df090d.wav,3101,REPETITION,fr,B,phondel_B_pseudo_4,plabir,[plabiʁ],abir,0.0,,abir,0.0,,
3101_edugame2023_757fce9b288549d5958f957d4b181073_4a0421472a83489694463f5ab1cb22e6.wav,3101,REPETITION,fr,B,phondel_B_word_3,fromage,[fʁɔmaʒ],omage,0.0,,omage,0.0,,
3101_edugame2023_757fce9b288549d5958f957d4b181073_60e12fad83bb4640b7d5b929b27aaa82.wav,3101,REPETITION,fr,B,phondel_B_pseudo_6,banéon,[baneɔ̃],animo,0.0,,animo,0.0,,
3101_edugame2023_757fce9b288549d5958f957d4b181073_6b5918de74ef4c2ea2f1b59b9235a6c7.wav,3101,REPETITION,fr,B,phondel_B_pseudo_2,condas,[kɔ̃da],{inaudible},0.0,inaudible,onda,1.0,,
3101_edugame2023_757fce9b288549d5958f957d4b181073_715b7be1c9714cbfac93d2d1e58e6cce.wav,3101,REPETITION,fr,B,phondel_B_word_2,cheval,[ʃəval],euval,1.0,deletion_instead_of_repetition,euval,1.0,deletion_instead_of_repetition,
3101_edugame2023_757fce9b288549d5958f957d4b181073_732c6606bd2f436db448b75e9b781407.wav,3101,REPETITION,fr,B,phondel_B_pseudo_7,polage,[pɔlaʒ],onalge,0.0,,onalge,0.0,,
3101_edugame2023_757fce9b288549d5958f957d4b181073_824e1d9f0d384e93b32bf59e03b91b35.wav,3101,REPETITION,fr,B,phondel_B_word_6,gloire,[ɡlwaʁ],oise,0.0,,oise,0.0,,
3101_edugame2023_757fce9b288549d5958f957d4b181073_8321d59f328b444bb46207accaa000bf.wav,3101,REPETITION,fr,B,phondel_B_pseudo_3,glomo,[ɡlɔmɔ],omo,0.0,,omo,0.0,,
3101_edugame2023_757fce9b288549d5958f957d4b181073_8fd5cd84040947aba9fdd736a43dbad9.wav,3101,REPETITION,fr,B,phondel_B_word_4,canari,[kanaʁi],anari,1.0,deletion_instead_of_repetition,anari,1.0,deletion_instead_of_repetition,
3101_edugame2023_757fce9b288549d5958f957d4b181073_918f0339d1d84be69b7480d1a7391315.wav,3101,REPETITION,fr,B,phondel_B_pseudo_5,spalio,[spaliɔ],pavio,0.0,,pavio,0.0,,
3101_edugame2023_757fce9b288549d5958f957d4b181073_98de2889d98f4ee78258a254612eca47.wav,3101,REPETITION,fr,B,phondel_B_pseudo_1,mican,[mikã],ican,1.0,deletion_instead_of_repetition,ikan,1.0,deletion_instead_of_repetition,
3101_edugame2023_757fce9b288549d5958f957d4b181073_a9c85645baaf4a589fe6b1bcb754ec33.wav,3101,REPETITION,fr,B,phondel_B_word_1,bateau,[bato],ateau,1.0,deletion_instead_of_repetition,ato,1.0,deletion_instead_of_repetition,
3101_edugame2023_757fce9b288549d5958f957d4b181073_d0590ab06f2841b5ba91558f109fc69f.wav,3101,REPETITION,fr,B,phondel_B_word_8,capitale,[kapital],apitale,0.0,deletion_instead_of_repetition,al apital,1.0,sounding_out deletion_instead_of_repetition,
3101_edugame2023_757fce9b288549d5958f957d4b181073_d1796c83c1314866aeefe5572523a195.wav,3101,REPETITION,fr,B,phondel_B_word_7,sorcière,[sɔʁsjɛʁ],orcière,1.0,deletion_instead_of_repetition,orcière,1.0,deletion_instead_of_repetition,
3101_edugame2023_757fce9b288549d5958f957d4b181073_d6cf636cbd5d4454bd456ce2116763fc.wav,3101,REPETITION,fr,B,phondel_B_pseudo_8,bromal,[bʁɔmal],omal,0.0,,omal,0.0,,
3101_edugame2023_757fce9b288549d5958f957d4b181073_ec2f1356e96542d8b6b87b1316595a65.wav,3101,REPETITION,fr,B,phondel_B_pseudo_0,triffe,[tʁif],riffe,1.0,deletion_instead_of_repetition,riffe,1.0,deletion_instead_of_repetition,
3101_edugame2023_757fce9b288549d5958f957d4b181073_ee02435caa8b42179ef739a579471f7b.wav,3101,REPETITION,fr,B,phondel_B_word_0,plage,[plaʒ],lage,1.0,deletion_instead_of_repetition,lage,1.0,deletion_instead_of_repetition,
3101_edugame2023_757fce9b288549d5958f957d4b181073_f12248c4270b4c8ea05901467e9838f1.wav,3101,REPETITION,fr,B,phondel_B_word_5,spatule,[spatyl],{comments} atu,0.0,,{comments} atu,0.0,,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_1436ea1ad93445518d2f6e467056ffa7.wav,3102,DELETION,fr,C,phondel_C_pseudo_5,spudio,[pydjɔ],sp udio,1.0,sounding_out,sp udio,1.0,sounding_out,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_1cb5e05e6d7944d29d37f069675e0ec3.wav,3102,DELETION,fr,C,phondel_C_pseudo_7,pogion,[oʒjɔ̃],ogion,1.0,,ogion,1.0,,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_44095b4902b745c9b09bf7e16d787f2c.wav,3102,DELETION,fr,C,phondel_C_word_6,glaise,[lɛz],lèz,1.0,,glè glè glè glè glè lèz,1.0,sounding_out,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_4a0a638918194b8f97d255428614c269.wav,3102,DELETION,fr,C,phondel_C_word_1,gâteau,[atɔ],a ateau,1.0,sounding_out,ad to at.to,1.0,insertion sounding_out,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_5934887c96ba416ab0d2ad0dea32bd0f.wav,3102,DELETION,fr,C,phondel_C_pseudo_3,glomé,[lɔme],lomé,1.0,,lomé,1.0,,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_5b74acdb736041b4b2398adfdcd63ccc.wav,3102,DELETION,fr,C,phondel_C_word_3,frigo,[ʁiɡɔ],rido,1.0,,rido,1.0,,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_7031e13872cb46ec9b959a2c63a8b457.wav,3102,DELETION,fr,C,phondel_C_word_4,caméra,[ameʁa],améra,1.0,,améra,1.0,,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_70637d41b21347b98aa6061979979bc9.wav,3102,DELETION,fr,C,phondel_C_word_0,plaque,[lak],ate,0.0,,pl pl atch pla,0.0,sounding_out,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_99c9a0dfc4c649f9901a643cdfe368c7.wav,3102,DELETION,fr,C,phondel_C_word_8,caravane,[aʁavan],aravane,1.0,,aravane,1.0,,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_9b5b3aca4b344927bc7c889fca2fa7fc.wav,3102,DELETION,fr,C,phondel_C_word_2,chapeau,[apo],apeau,1.0,,apo,1.0,,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_a63c192344144f8fbb4d2a3218f7d486.wav,3102,DELETION,fr,C,phondel_C_pseudo_2,pombin,[ɔ̃bɛ̃],ombin,1.0,,ombin,1.0,,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_ab0071571e0c418ab06aa1fbd74f8b9b.wav,3102,DELETION,fr,C,phondel_C_pseudo_4,plabète,[labɛt],labète,1.0,,labète,1.0,,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_c478cf94d1684123927f9810c3b018c8.wav,3102,DELETION,fr,C,phondel_C_pseudo_8,protal,[ʁotal],rotal,1.0,,pr rotal,1.0,sounding_out,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_d6a0ee2ae9cd4c049953f70a75eb3c74.wav,3102,DELETION,fr,C,phondel_C_word_5,spirale,[piʁal],sp pir irale,1.0,sounding_out,ps p pir sp irale,1.0,sounding_out,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_dd8b1552097a40cb979888a17c0a2ae2.wav,3102,DELETION,fr,C,phondel_C_word_7,solution,[olysjɔ̃],olussion,1.0,,s olucion,1.0,first_phoneme_repetition,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_e211550add0f42f89dcfdf891cccd688.wav,3102,DELETION,fr,C,phondel_C_pseudo_0,troufe,[ʁuf],roufe,1.0,,tr t roffe,1.0,first_phoneme_repetition,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_e305394ecb8d4b4eb43ad8fec0594e8e.wav,3102,DELETION,fr,C,phondel_C_pseudo_6,panuge,[anyʒ],ane ane nuge,1.0,sounding_out,ane ane.nuge,1.0,sounding_out,
3102_edugame2023_752a81c0c3b2479f94c31f988fc4c402_f7fb02870cca4a16aa27890df8e05f49.wav,3102,DELETION,fr,C,phondel_C_pseudo_1,lajon,[aʒɔ̃],ajon,1.0,,ajou,1.0,,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_09b3f756ad1746afaa1538baa933d896.wav,3102,REPETITION,fr,C,phondel_C_word_7,solution,[solysjɔ̃],olussion,1.0,deletion_instead_of_repetition,so lo olucion,0.0,sounding_out deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_1385657ad0764eca9401c6d92ca71b5d.wav,3102,REPETITION,fr,C,phondel_C_pseudo_0,troufe,[tʁuf],rofe,0.0,,rofe,1.0,deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_2f7f54cb488447938ce86eb6cc9afe51.wav,3102,REPETITION,fr,C,phondel_C_word_6,glaise,[ɡlɛz],lèz,0.0,deletion_instead_of_repetition,guicle guicle lèz,1.0,insertion deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_48f3ba4a57384f26b503fbd74923e2a5.wav,3102,REPETITION,fr,C,phondel_C_pseudo_6,panuge,[panyʒ],anuge,1.0,deletion_instead_of_repetition,anuge,1.0,deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_54778cfbed974d3c92678654ca7625e9.wav,3102,REPETITION,fr,C,phondel_C_word_5,spirale,[spiʁal],ir s mirale,0.0,,ir s mirale,0.0,sounding_out,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_56b23f4aa776472889ff12baa66eeec9.wav,3102,REPETITION,fr,C,phondel_C_pseudo_7,pogion,[poʒjɔ̃],oje.gion,1.0,deletion_instead_of_repetition,oge.gion,1.0,sounding_out deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_6c841b9e3bfb49699f96e69140a0dbd4.wav,3102,REPETITION,fr,C,phondel_C_pseudo_3,glomé,[ɡlɔme],lomé,1.0,deletion_instead_of_repetition,lomé,1.0,deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_6ddbc7a01b50481bb23c6b4f54cf37d4.wav,3102,REPETITION,fr,C,phondel_C_word_1,gâteau,[ɡatɔ],ateau,1.0,deletion_instead_of_repetition,ato,1.0,deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_8c8a6ef44bfc4ca3aa2aa28befba3919.wav,3102,REPETITION,fr,C,phondel_C_word_3,frigo,[fʁiɡɔ],rido,0.0,,rido,0.0,,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_9205c9ebc8d84da5b23260a2de222d35.wav,3102,REPETITION,fr,C,phondel_C_word_4,caméra,[kameʁa],améra,1.0,deletion_instead_of_repetition,améra,1.0,deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_98666cb18fbf4a89a52f8dbd11960b97.wav,3102,REPETITION,fr,C,phondel_C_pseudo_1,lajon,[laʒɔ̃],ajon,1.0,deletion_instead_of_repetition,ajon,1.0,deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_a1c214ab8fe84cbdbbb906674d5e1bf0.wav,3102,REPETITION,fr,C,phondel_C_word_8,caravane,[kaʁavan],aravane,1.0,deletion_instead_of_repetition,aravane,1.0,deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_a1f6d7d2c49343529943d1e497087356.wav,3102,REPETITION,fr,C,phondel_C_pseudo_4,plabète,[plabɛt],labète,1.0,deletion_instead_of_repetition,labète,1.0,deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_a904b1f36eab45a791f3cc6db8472c6a.wav,3102,REPETITION,fr,C,phondel_C_word_0,plaque,[plak],p late,0.0,,pla plate,0.0,,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_b0b60983825147cb9b1254cfdb9a4293.wav,3102,REPETITION,fr,C,phondel_C_word_2,chapeau,[ʃapo],apeau,1.0,deletion_instead_of_repetition,apo,1.0,deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_b1aab44cd6be40de9df59caa90ff1045.wav,3102,REPETITION,fr,C,phondel_C_pseudo_2,pombin,[pɔ̃bɛ̃],ombin,1.0,deletion_instead_of_repetition,ombin,1.0,deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_d0bef1ce4e5347a9b19aff4d7907cbc2.wav,3102,REPETITION,fr,C,phondel_C_pseudo_8,protal,[pʁotal],p p p ro rotal,1.0,sounding_out,p p pr p pr rotal,1.0,first_phoneme_repetition sounding_out deletion_instead_of_repetition,
3102_edugame2023_def8b99c5ec545f188e30f5056b96a24_d7637a31e0cb4d20a4fcc3283ed2d888.wav,3102,REPETITION,fr,C,phondel_C_pseudo_5,spudio,[spydjɔ],pudio,1.0,deletion_instead_of_repetition,pudio,1.0,deletion_instead_of_repetition,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_0b0ed39020ec4371b7efdcf03a83fc5d.wav,3103,DELETION,fr,B,phondel_B_word_5,spatule,[patyl],patule,1.0,,patule,1.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_0c111e2a1a474fa295c3e45175e6b99e.wav,3103,DELETION,fr,B,phondel_B_word_8,capitale,[apital],abita,0.0,,abita,0.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_0cc39b6da5a7483a8e80d06a26b29c7a.wav,3103,DELETION,fr,B,phondel_B_pseudo_7,polage,[ɔlaʒ],o o ché,0.0,,o p o ssé,0.0,sounding_out,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_0da7fd9e848e489c859d2f42bf038a4b.wav,3103,DELETION,fr,B,phondel_B_pseudo_5,spalio,[paliɔ],sp palio,1.0,sounding_out,sp palio,1.0,sounding_out,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_37d29343a30843f497bd5103cb836547.wav,3103,DELETION,fr,B,phondel_B_pseudo_4,plabir,[labiʁ],labir,1.0,,labir,1.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_40e10f8528684d2e8375e0a6136a2931.wav,3103,DELETION,fr,B,phondel_B_word_4,canari,[anaʁi],ari,0.0,,ari,0.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_7bbbd8d306df42528338ff478746b3e9.wav,3103,DELETION,fr,B,phondel_B_word_7,sorcière,[ɔʁsjɛʁ],orière,1.0,,orière,1.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_7ed98dbe356048e9aa7f0538cc4246a9.wav,3103,DELETION,fr,B,phondel_B_word_2,cheval,[əval],{inaudible},0.0,inaudible,ch {pause} ch,0.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_85f7cde1e6624e49a7e1aebc0959589a.wav,3103,DELETION,fr,B,phondel_B_pseudo_8,bromal,[ʁɔmal],r br romal,1.0,sounding_out,r br romal,1.0,sounding_out,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_93c05ef38de24d9a923a0008f673bb11.wav,3103,DELETION,fr,B,phondel_B_pseudo_6,banéon,[aneɔ̃],anéon,1.0,,a.néon,1.0,sounding_out,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_942db8aa094f45fbb4d3caafc48ea7f9.wav,3103,DELETION,fr,B,phondel_B_pseudo_2,condas,[ɔ̃da],an con,0.0,,in.con,0.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_a1c790104d4846a2846daa85c91c9105.wav,3103,DELETION,fr,B,phondel_B_word_0,plage,[laʒ],p l lage,1.0,sounding_out,lage,1.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_a3bc01d1a5d94662a765b371b37304f5.wav,3103,DELETION,fr,B,phondel_B_pseudo_3,glomo,[lɔmɔ],lomo,1.0,,lomo,1.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_beeab2c1580e472fbc641478ba67d67f.wav,3103,DELETION,fr,B,phondel_B_word_6,gloire,[lwaʁ],oroua,0.0,,oroa,0.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_c2b5f13b31b946bd90b8835c88f70d2e.wav,3103,DELETION,fr,B,phondel_B_pseudo_1,mican,[ikã],ican,1.0,,ikan,1.0,,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_e8672cc15841465ca97576f14566a398.wav,3103,DELETION,fr,B,phondel_B_pseudo_0,triffe,[ʁif],riffe,1.0,,tr riffe,1.0,sounding_out,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_f87714d2c5714a488ad64141a21c4e85.wav,3103,DELETION,fr,B,phondel_B_word_3,fromage,[ʁɔmaʒ],f romage,1.0,,f romage,1.0,first_phoneme_repetition,
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_fd2a60d0e08f4beaa9bffa90b796a971.wav,3103,DELETION,fr,B,phondel_B_word_1,bateau,[ato],ateau,1.0,,ato,1.0,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_0d4684d0f3a848419f8c19182e001c09.wav,3103,REPETITION,fr,B,phondel_B_pseudo_6,banéon,[baneɔ̃],{only_environment},,,{only_environment},,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_1733188626c44f4983aae8f178dffa09.wav,3103,REPETITION,fr,B,phondel_B_word_8,capitale,[kapital],{only_environment},,,{only_environment},,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_1fb2cc58b19f4d4284978a1eb64e45db.wav,3103,REPETITION,fr,B,phondel_B_pseudo_3,glomo,[ɡlɔmɔ],omo,0.0,,omo,0.0,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_238a9e74e18343e095821f98bec57c2f.wav,3103,REPETITION,fr,B,phondel_B_word_3,fromage,[fʁɔmaʒ],{cut recording},,cut_recording,{cut recording},,cut_recording,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_2657d7684c6f476e85ca92cdc058a2bd.wav,3103,REPETITION,fr,B,phondel_B_word_6,gloire,[ɡlwaʁ],{cut recording},,cut_recording,{cut recording},,cut_recording,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_52c943502b364acda52b17125c1ba6e4.wav,3103,REPETITION,fr,B,phondel_B_pseudo_2,condas,[kɔ̃da],conda,1.0,,conda,1.0,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_779e16ee51ef48d4a48000f16a9cc2c4.wav,3103,REPETITION,fr,B,phondel_B_word_4,canari,[kanaʁi],{only_environment},,,{only_environment},,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_8b1aef98ca73491cadb981bd2f726e11.wav,3103,REPETITION,fr,B,phondel_B_pseudo_8,bromal,[bʁɔmal],{cut recording},,cut_recording,{cut recording},,cut_recording,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_962587368f5542f181ed24256832e331.wav,3103,REPETITION,fr,B,phondel_B_word_0,plage,[plaʒ],plage,1.0,,plage,1.0,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_9b660e26b5e1408d93e6faaba769b923.wav,3103,REPETITION,fr,B,phondel_B_word_7,sorcière,[sɔʁsjɛʁ],{only_environment},,,k,0.0,insertion,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_a7ef50bdb2574ed1b1d5b7d02ddcc942.wav,3103,REPETITION,fr,B,phondel_B_pseudo_0,triffe,[tʁif],{only_environment},,,{only_environment},,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_a80531741eee4acd8ff6af4e4a2a51bd.wav,3103,REPETITION,fr,B,phondel_B_pseudo_7,polage,[pɔlaʒ],{only_environment},,,{only_environment},,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_bd4c64a54c3749c29e456cc8ecb94cd8.wav,3103,REPETITION,fr,B,phondel_B_pseudo_1,mican,[mikã],{only_environment},,,{only_environment},,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_c07ac8e208f040e1ac19876f2351de9c.wav,3103,REPETITION,fr,B,phondel_B_pseudo_5,spalio,[spaliɔ],{only_environment},,,{only_environment},,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_c6cef974d0524a8392b99e626bcebb4e.wav,3103,REPETITION,fr,B,phondel_B_pseudo_4,plabir,[plabiʁ],{cut recording},,cut_recording,{cut recording},,cut_recording,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_ce5364cea2e74bc8bb18bf3eac34fab3.wav,3103,REPETITION,fr,B,phondel_B_word_2,cheval,[ʃəval],{only_environment},,,{only_environment},,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_e4f98182df534822a26b39af7975ad96.wav,3103,REPETITION,fr,B,phondel_B_word_1,bateau,[bato],bateau,1.0,,pato,0.0,,
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_fdc87e158db94082acd163c67dc5c47a.wav,3103,REPETITION,fr,B,phondel_B_word_5,spatule,[spatyl],{only_environment},,,{only_environment},,,
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_02f3f38fc25d4cb6a0177b496d1ad03d.wav,3104,DELETION,fr,C,phondel_C_pseudo_2,pombin,[ɔ̃bɛ̃],ombin,1.0,,omba,1.0,,
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_1289d07a55144b8fa9cb3f333d0fb85a.wav,3104,DELETION,fr,C,phondel_C_word_5,spirale,[piʁal],s pir pirale,1.0,sounding_out,pié pirale,1.0,sounding_out,
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_185098286a904acd8583fa595f5f4d51.wav,3104,DELETION,fr,C,phondel_C_word_7,solution,[olysjɔ̃],olution,1.0,,olution,1.0,,
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_2d3d3915c91e4d90806c7fddbb21c99a.wav,3104,DELETION,fr,C,phondel_C_word_4,caméra,[ameʁa],{inaudible},0.0,inaudible,améra,1.0,,
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_45decda1d639466da4bec06848560705.wav,3104,DELETION,fr,C,phondel_C_word_1,gâteau,[atɔ],ateau,1.0,,ato,1.0,,
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_494f52cbf2494b14a7379bd8238210c7.wav,3104,DELETION,fr,C,phondel_C_pseudo_3,glomé,[lɔme],oné oné,0.0,,oné oné,0.0,,
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_4f56aa5d18d94ab286874943bb12a6cd.wav,3104,DELETION,fr,C,phondel_C_pseudo_0,troufe,[ʁuf],eauf,0.0,,offe,1.0,,
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_636a5cd2bcf049ddb275a09d5005d812.wav,3104,DELETION,fr,C,phondel_C_pseudo_5,spudio,[pydjɔ],pudio,1.0,,s s s s pudio,1.0,first_phoneme_repetition,
