file_name,participant_id,phase,language,form,config_id,config,API_target,trial_answer_coder1,accuracy_coder1,notes_coder1,trial_answer_coder2,accuracy_coder2,notes_coder2,trial_answer_coder2_phonemized
1003_edugame2023_afee4c67a2ee486b9128774880aa2cbf_8d3a9660afa14ee8ba79f06d978ec873.wav,1003,PSEUDO,it,A,config_A_pseudo_1,valo;save;clofelo;sonviglio;dete;farde;poritta;prodiglia;anci;bignaso;flanestro;cognaripo,ˈvalo;ˈsave;kloˈfelo;sonˈviʎʎo;ˈdete;ˈfarde;poˈritta;proˈdiʎʎa;ˈantʃi;biˈɲazo;flaˈnestro;koɲaˈripo,valo save clofelo sonviglio dete {fra.}farte poritta prodiglia anci {bista.}bignaso flanestro cognaripo,1 1 1 1 1 0 1 1 1 1 1 1,sounding_out,valo save clofe.lo sonviglio dete {fa.}farde porita prodiglia anci {bista.}bignaso flanestro cogna.ripo,1 1 1 1 1 1 1 1 1 1 1 1,sounding_out,
1003_edugame2023_afee4c67a2ee486b9128774880aa2cbf_d550a33f9c3f429ab28a439ba4385a4c.wav,1003,PSEUDO,it,A,config_A_pseudo_2,ustro;bismacco;sarvelone;chetinere;binca;lonaggio;gaglidapo;machidante;tucca;agnemisa;nogresto;nisciacope,ˈustro;bisˈmakko;sarveˈlone;ketiˈnere;ˈbinka;loˈnaddʒo;ɡaɡliˈdapo;makiˈdante;ˈtukka;aɲeˈmisa;noˈɡresto;niʃaˈkope,ustro bismaggo {sar.}sarvelone chetinere bianca lonaggio {gagli.}ga.gli.dapo machidante tucca agnemisa no.gresto niscia.cope,1 1 0 1 0 1 1 1 1 1 1 1,sounding_out,ustro bismaco {sal.}salvelone chettinere bianca lonaggio {gall.}gagplidapo machidante tucca agnemisa nol.gresto niscia.co.pe,1 1 0 0 0 1 0 1 1 1 0 1,sounding_out wrong_self_correction,
1004_edugame2023_22c6e16b93254308843337e244303834_a3c0d45a3cd64304887eec980f38e4c2.wav,1004,PSEUDO,it,C,config_C_pseudo_2,ostro;bismaggo;sirvelone;chedinare;dorca;boleggio;caglitapo;nachipante;nutto;egnomisa;nograsto;lesciacope,ˈɔstro;bisˈmaɡɡo;sirveˈlone;keˈtinare;ˈdorka;boˈledʒo;kaɡliˈtapo;naˈkipante;ˈnutto;eɲoˈmisa;noˈɡrasto;leʃaˈkope,{comments} ostro bis.aggio sir.sirvelo sirvellone {che.}che.di.na.re chedinare brocca boleggio {ca.}caglia.capo nachipiante nutto en.giomersia {no.}nogastro les.pacope lespacop{cut recording???},1 0 1 1 0 1 0 0 1 0 0 0,sounding_out self_correction cut_recording,{comments} ostro bisag.gio {sirv.sirvelo.}sirvelone {che.chedi.na}chedinare brocca bolleggio {ca.}caglia.tappo nachipiante nutto engiomersia {no.}no.gastro les.pa.copie bu lespaco {cut recording},1 0 1 1 0 0 0 0 1 0 0 0,sounding_out wrong_self_correction cut_recording,
1004_edugame2023_22c6e16b93254308843337e244303834_c9d5ba788e8c44218a987644c5b9c5f9.wav,1004,PSEUDO,it,C,config_C_pseudo_1,vilo;soce;cloveno;munviglio;depe;banse;coritta;pradiglia;arvi;bignalo;flunestro;cognarepo,ˈvilo;ˈsotʃe;kloˈveno;munˈviʎʎo;ˈdepe;ˈbanse;koˈritta;praˈdiʎʎa;ˈarvi;biɲˈɲalo;fluˈnestro;koɲaˈrepo,{vi.}vilo soce {clov.}cloveno mun.viglio depe basse {co.}coritta pardiglia arvi {bi.bina.}binalo flunestro co.cognaperto {comments},1 1 1 1 1 0 1 0 1 0 1 0,sounding_out,{vi.}vilo soce {clove.}cloveno mun.viglio depe basse {co.}co.ritta pardiglia arvi {bi.bina.}binalo flunestro {co.}cognaperto {comments},1 1 1 1 1 0 1 0 1 0 1 0,sounding_out,
1004_edugame2023_56a711fe2cc04f66b4590a463b9b3d39_00810da89d7f4889b19dfbafaa9afa19.wav,1004,WORD,it,C,config_C_easy_1,vaso;pace;camera;genitore;mese;cava;parola;bambina;oggi;foca;aprile;carnevale,ˈvazo;ˈpatʃe;kaˈmera;dʒeniˈtore;ˈmeze;ˈkava;paˈrola;bamˈbina;ˈoddʒi;ˈfoka;aˈprile;karneˈvale,vaso {pa.}pace camera {ge.geni.}genitore mese {ca.}cava {pa.}parola bambino oggi foca aprile carnevale,1 1 1 1 1 1 1 0 1 1 1 1,sounding_out,vaso {pa.}pace camera {ge.geni.}genitore mese {ca.}cava {pa.}parola bambino oggi foca aprile carnevale,1 1 1 1 1 1 1 0 1 1 1 1,sounding_out,
1004_edugame2023_56a711fe2cc04f66b4590a463b9b3d39_43f8a6daac55485da57d1d065d12b3cf.wav,1004,WORD,it,C,config_C_complex_1,pranzo;foglio;sinistra;bersaglio;strano;prezzo;montagna;mezzogiorno;maestra;piastra;fratello;acquario,ˈprantso;ˈfoʎʎo;siˈnistra;berˈsaʎʎo;ˈstrano;ˈpretso;monˈtaɲɲa;meddzoˈdʒorno;maˈestra;ˈpjastra;fraˈtello;akˈkwarjo,pranzo {fogl.}foglio sinistra {bers.}bersaglio  {stra.}strano {pr.}prezzo montagna {mez.}mezzogiorno maestra pias.piasta piastra fratello {cut recording},1 1 1 1 1 1 1 1 1 1 1 NA,sounding_out self_correction item_omitted,pranzo {fogl.}foglio sinistra {bers.}bersa.glio {stra.}strano {pr.}prezzo montagna {me}mezzogiorno maestra {piast.piastas.}piastra fratello {cut recording},1 1 1 1 1 1 1 1 1 1 1 NA,sounding_out self_correction cut_recording,
1004_edugame2023_56a711fe2cc04f66b4590a463b9b3d39_cf2fe8c6b9ce4ffaa5276b3fb34a4df6.wav,1004,WORD,it,C,config_C_complex_2,strato;balestra;appuntamento;capoclasse;veglia;risposta;bicicletta;caffetteria;strizza;cassetto;cartellino;passatempo,ˈstrato;baˈlestra;appuntaˈmento;kapoˈklasse;ˈveʎʎa;risˈposta;bitʃiˈletta;kaffetˈterja;ˈstrittsa;kasˈsetto;kartelˈlino;passaˈtempo,{s.}stratto be.lestra appuntamento {a.capo.}capoclasse {ve.}veglia risposta {bi.}bicicletta {caffer.}caffetteria s.tir.stirza {casse.}cassetto car.tellino passatempo {comments},1 0 1 1 1 1 1 1 0 1 1 1,sounding_out,{st.}stratto belle.stra appuntamento {ac.capo.}capoclasse {ve.}veglia risposta {bi.}bicicletta {caffer.}caffetteria {sti.}stirsa {casse.}cassetto car.tellino passatempo {comments},1 0 1 1 1 1 1 1 0 1 1 1,sounding_out self_correction,
1004_edugame2023_56a711fe2cc04f66b4590a463b9b3d39_daf671fdd5c748f097a8693a6f482deb.wav,1004,WORD,it,C,config_C_easy_2,duna;nonno;canile;binocolo;bacio;alga;codice;bandito;vizio;matto;avviso;carnivoro,ˈduna;ˈnɔnno;kaˈnile;binoˈkolo;ˈbatʃo;ˈalɡa;ˈkoditʃe;banˈdito;ˈvittsjo;ˈmatto;avˈviso;karniˈvoro,{du.}duna nonno {cara.cani.}canile {bin.}binocolo {ba.bac.}bacio {al.}alga {olg.} alga codice ba.ban {comments},1 1 1 1 1 1 1 0 NA NA NA NA,sounding_out self_correction cut_recording,{du.}duna nonno {cara.can.}canile {bin.}binocolo {ba.ba.bac.}bacio {al.alga.olg.}alga codice {ba}ban {inaudible},1 1 1 1 1 1 1 0 0 0 0 0,sounding_out,
1005_edugame2023_8dfd767088304844bdefc293066cb37a_00db6d9dddae4e42baa036140ba132fa.wav,1005,WORD,it,A,config_A_easy_1,naso;pane;lavoro;telefono;mano;fava;natura;persona;anno;foce;angolo;personale,ˈnazo;ˈpane;lavˈoro;teˈlɛfono;ˈmano;ˈfava;naˈtura;perˈsona;ˈanno;ˈfotʃe;ˈaŋgolo;persoˈnale,naso pane lavoro telefono mano fava natura per.so.na anno foce an.golo per.ss.,1 1 1 1 1 1 1 1 1 1 1 0,sounding_out,naso pane lavoro telefono mano fava natura pers.ona {inaudible} foce angolo pers.on {inaudible},1 1 1 1 1 1 1 1 0 1 1 0,sounding_out,
1005_edugame2023_8dfd767088304844bdefc293066cb37a_3d7ff13ca8394ba48d595e5dd59120c1.wav,1005,WORD,it,A,config_A_complex_1,frutta;foglia;finestra;ventaglio;strega;pronto;campagna;buongiorno;destra;lastra;cappello;sciacquo,ˈfrutta;ˈfoʎʎa;fiˈnestra;venˈtaʎʎo;ˈstreɡa;ˈpronto;kamˈpaɲɲa;buonˈdʒorno;ˈdestra;ˈlastra;kapˈpello;ʃakˈkwo,frutta foglia finestra ve.venda.glio {s.}strega pron.to cam.pa.gna {bon.}buon.giorno destra {las.}las.tra cappello sciacqua,1 1 1 0 1 1 1 1 1 1 1 0,sounding_out,frutta foglia finestra {ve.}venda.glio {str}stre.ga pron.to cam.pa.gna {buon.}buon.giorno destra {las.}lastra cappello sciacqua,1 1 1 0 1 1 1 1 1 1 1 0,sounding_out,
1005_edugame2023_8dfd767088304844bdefc293066cb37a_6e076a3060664833881b17d6017c6458.wav,1005,WORD,it,A,config_A_easy_2,diga;gatto;badile;bonifico;linea;alba;cometa;pentito;tizio;patto;offesa;calderone,ˈdiɡa;ˈɡatto;baˈdile;boˈnifiko;ˈlinea;ˈalba;koˈmeta;penˈtito;ˈtittsjo;ˈpatto;ofˈfesa;kaldeˈrone,diga gatto ba.di.le bonifico linea alba co.me.ta pen.ti.to ti.zio patto {adult_support} offesa calen {adult_support} diga gatto badile bonifico linea alba comenta pen.tito tizio patto offesa cal.de.rone,1 1 1 1 1 1 1 1 1 1 1 1,sounding_out start_again_task,diga gatto ba.di.le bonifico linea alba co.me.ta pen.ti.to tizio patto {inaudible} {adult_support} offesa calen. diga gatto ba.di.le bonifico linea alba co.me.ta pen.ti.to tizio patto offesa cal.de.rone,1 1 1 1 1 1 1 1 1 1 1 1,sounding_out repetition,
1005_edugame2023_8dfd767088304844bdefc293066cb37a_8f5c29eba86b47ae8beb0ce0935d5720.wav,1005,WORD,it,A,config_A_complex_2,strofa;ministra;inquinamento;caposquadra;tiglio;fantasma;motocicletta;caffelatte;strillo;rossetto;cartellone;cassapanca,ˈstrofa;miˈnistra;inkwinaˈmento;kaposˈkwadra;ˈtiʎʎo;fanˈtazma;motoʧiˈletta;kafˈfelatte;ˈstrillo;rosˈsetto;kartelˈlone;kassaˈpanka,strofa minestra inqui.na.men.to ca.po.squa.dra ti.glio fantasma mo.to.cicletta caffe.latte strillo rossetto car.tellone cas.sa.pan.ca,1 0 1 1 1 1 1 1 1 1 1 1,sounding_out,strofa minestra inqui.na.mento ca.po.squa.dra ti.glio fantasma mo.tocicletta caffe.latte strillo rossetto car.tellone cas.sa.panca,1 0 1 1 1 1 1 1 1 1 1 1,sounding_out,
1005_edugame2023_aac4592555114aec84d9fd1a3c6b291b_2e9002acfa11451a8d6ab8b0a66d68c8.wav,1005,PSEUDO,it,A,config_A_pseudo_1,valo;save;clofelo;sonviglio;dete;farde;poritta;prodiglia;anci;bignaso;flanestro;cognaripo,ˈvalo;ˈsave;kloˈfelo;sonˈviʎʎo;ˈdete;ˈfarde;poˈritta;proˈdiʎʎa;ˈantʃi;biˈɲazo;flaˈnestro;koɲaˈripo,{comments} valo save clo.felo {son.}son.viglio dete {fa.}farde {pro.pro.por.}poritta {pro.}pro.diglia an.ici anci bi.bignoaso {flane.}flane.stro ca.gn.aripo,1 1 1 1 1 1 1 1 1 0 1 0,sounding_out self_correction,{comments} valo save clofe.lo {son.}son.viglio dete {fa.}far.de {pr.pro.por.}poritta {pro.}prodi.glia anici anci {bi.}bignoaso {flane}flane.stro cagna.ripo,1 1 1 1 1 1 1 1 1 0 1 0,sounding_out self_correction,
1005_edugame2023_aac4592555114aec84d9fd1a3c6b291b_e52293c399cb4e3982eb6c54f55d4cc1.wav,1005,PSEUDO,it,A,config_A_pseudo_2,ustro;bismacco;sarvelone;chetinere;binca;lonaggio;gaglidapo;machidante;tucca;agnemisa;nogresto;nisciacope,ˈustro;bisˈmakko;sarveˈlone;ketiˈnere;ˈbinka;loˈnaddʒo;ɡaɡliˈdapo;makiˈdante;ˈtukka;aɲeˈmisa;noˈɡresto;niʃaˈkope,ustro bis.ma.cco sarve.lone chie.tinere binca lo.naggio ga.glidapo ma.chidante tucca {aci.}a.gnemisa no.gresto ni.scia.cope,1 1 1 0 1 1 1 1 1 1 1 1,sounding_out,ustro bis.mac.co sar.ve.lone che.tinere bi.nca lo.naggio ga.glidapo ma.chi.dante tucca {acci}agne.misa no.gresto niscia.cope,1 1 1 1 1 1 1 1 1 1 1 1,sounding_out,
1006_edugame2023_9cdbc3f83a184291ab29182306336290_3e502d570832444db9ccde3303aa18f8.wav,1006,PSEUDO,it,C,config_C_pseudo_2,ostro;bismaggo;sirvelone;chedinare;dorca;boleggio;caglitapo;nachipante;nutto;egnomisa;nograsto;lesciacope,ˈɔstro;bisˈmaɡɡo;sirveˈlone;keˈtinare;ˈdorka;boˈledʒo;kaɡliˈtapo;naˈkipante;ˈnutto;eɲoˈmisa;noˈɡrasto;leʃaˈkope,{comments} ostro {bis.ma.}bis.ma.ggo sirve.lone chedinare dorca bo.leggio ca.gli.tapo na.chi.pante utto {e.}e.gnomisa e.glasto le.sciacope,1 1 1 1 1 1 1 1 0 1 0 1,sounding_out,{comments} ostro {bis.ma}bis.mag.go sirve.lone che.di.nare dorca bo.leggio ca.gli.tapo na.chi.pante nutto {e}e.gno.misa e.gasto lesciacope,1 1 1 1 1 1 1 1 1 1 0 1,sounding_out,
1006_edugame2023_9cdbc3f83a184291ab29182306336290_693b7a3f5b5c4795a6743bd5ab67ac74.wav,1006,PSEUDO,it,C,config_C_pseudo_1,vilo;soce;cloveno;munviglio;depe;banse;coritta;pradiglia;arvi;bignalo;flunestro;cognarepo,ˈvilo;ˈsotʃe;kloˈveno;munˈviʎʎo;ˈdepe;ˈbanse;koˈritta;praˈdiʎʎa;ˈarvi;biɲˈɲalo;fluˈnestro;koɲaˈrepo,viso soce cloveno un.viglio depe banse coritta {pra.}pradiglia arvi {vi.}bigno.la flu.nes.tro co.gnarepo,0 1 1 0 1 1 1 1 1 0 1 1,sounding_out,vilo soce cloveno munviglio depe banse coritta c {pra.}pradiglia arvi {bi.}bi.gno.la flu.nestro co.gna.re.po,1 1 1 1 1 1 1 1 1 0 1 1,sounding_out,
1006_edugame2023_f7efdc28e07f4bde913c30dbb0b823a1_687450a2bf6a4eb7831385dc819e7da2.wav,1006,WORD,it,C,config_C_complex_2,strato;balestra;appuntamento;capoclasse;veglia;risposta;bicicletta;caffetteria;strizza;cassetto;cartellino;passatempo,ˈstrato;baˈlestra;appuntaˈmento;kapoˈklasse;ˈveʎʎa;risˈposta;bitʃiˈletta;kaffetˈterja;ˈstrittsa;kasˈsetto;kartelˈlino;passaˈtempo,strato prestra balestra appuntamento ca.po.classe veglia is.posto bicicletta caf.fe.tteria strizza cassetto cartellino pa.ssa.tempo,1 1 1 1 1 0 1 1 1 1 1 1,sounding_out self_correction,strato palestra {.str.} balestra appun.tamento ca.po.classe veglia ri.s.posta bi.ci.cletta ca.ffe.tteria strizza cassetto cartellino passatempo,1 1 1 1 1 1 1 1 1 1 1 1,sounding_out self_correction,
1006_edugame2023_f7efdc28e07f4bde913c30dbb0b823a1_71cd107eb89c4302b8fda5bd10301fce.wav,1006,WORD,it,C,config_C_easy_2,duna;nonno;canile;binocolo;bacio;alga;codice;bandito;vizio;matto;avviso;carnivoro,ˈduna;ˈnɔnno;kaˈnile;binoˈkolo;ˈbatʃo;ˈalɡa;ˈkoditʃe;banˈdito;ˈvittsjo;ˈmatto;avˈviso;karniˈvoro,{comments} duna nonno canile bi.nocolo bacio alga codice ban.dito {vis.}vizio matto avviso car.ni.voro,1 1 1 1 1 1 1 1 1 1 1 1,sounding_out,{comments} duna nonno canile bi.nocolo bacio alga codice ban.dito {viz.}vizio matto avviso car.ni.vo.ro,1 1 1 1 1 1 1 1 1 1 1 1,sounding_out,
