file_name,segments,len_segments
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_0c111e2a1a474fa295c3e45175e6b99e.wav,"[['Habitat', [0.0, 1.02]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_0cc39b6da5a7483a8e80d06a26b29c7a.wav,"[['OC', [4.38, 7.28]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_37d29343a30843f497bd5103cb836547.wav,"[['Labière', [2.06, 3.82]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_40e10f8528684d2e8375e0a6136a2931.wav,"[['àів', [1.64, 3.04]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_7bbbd8d306df42528338ff478746b3e9.wav,"[['Ordière', [0.0, 1.26]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_93c05ef38de24d9a923a0008f673bb11.wav,"[['Unnéon', [0.0, 2.4]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_942db8aa094f45fbb4d3caafc48ea7f9.wav,"[['Adsincere', [0.0, 3.42]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_a3bc01d1a5d94662a765b371b37304f5.wav,"[[""L'OMO"", [0.0, 2.16]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_beeab2c1580e472fbc641478ba67d67f.wav,"[['Aurevoir', [2.04, 3.76]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_c2b5f13b31b946bd90b8835c88f70d2e.wav,"[['audible', [0.0, 0.02]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_f87714d2c5714a488ad64141a21c4e85.wav,"[['российie', [3.0, 4.4]]]",1
3103_edugame2023_4cdb2baccd9341c89a743a854bf7a985_fd2a60d0e08f4beaa9bffa90b796a971.wav,"[['Atout', [0.0, 1.14]]]",1
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_1fb2cc58b19f4d4284978a1eb64e45db.wav,"[['一点', [0.0, 0.32]]]",1
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_2657d7684c6f476e85ca92cdc058a2bd.wav,"[['ÔH!', [0.0, 0.88]]]",1
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_8b1aef98ca73491cadb981bd2f726e11.wav,"[['λ', [0.0, 0.36]]]",1
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_962587368f5542f181ed24256832e331.wav,"[['Plage', [0.0, 2.18]]]",1
3103_edugame2023_bd2e86a09e364acd8f5525df267664ed_e4f98182df534822a26b39af7975ad96.wav,"[['batteau', [0.0, 0.7]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_1289d07a55144b8fa9cb3f333d0fb85a.wav,"[['Pier放心', [8.44, 9.1]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_2d3d3915c91e4d90806c7fddbb21c99a.wav,"[['Amen', [1.88, 3.28]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_4f56aa5d18d94ab286874943bb12a6cd.wav,"[['il', [0.0, 0.94]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_636a5cd2bcf049ddb275a09d5005d812.wav,"[['Wirksamoment', [5.4, 6.8]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_7628814878b2429e820521c69373c9a1.wav,"[['***', [0.0, 0.02]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_916226eb4028422ab9662c78d3ff916c.wav,"[['Hôtel', [2.34, 3.74]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_968de381e4df44a7b75f39d784ee01f0.wav,"[['Unjour', [2.06, 4.86]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_9f527f2afb144556984b0e5b4c701ad9.wav,"[['àplus', [0.0, 2.38]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_a82f6155ad7149dbbe12536ce9e96342.wav,"[['Abed', [0.0, 2.0]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_f106ad0ce3a94dc9be5e7f8d41de0677.wav,"[['RRRA지는', [2.68, 4.08]]]",1
3104_edugame2023_6d940721e89c4d45840fcb307338e2da_ff4f8fe0b6394f1aba6fa0278170052b.wav,"[['tombe', [0.0, 1.54]]]",1
3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_08148a3dd9c9440ba38204627a64de11.wav,"[['onvous', [0.0, 2.12]]]",1
3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_4904c7caca36402dbc504195217ebc3c.wav,"[['Àjour', [0.0, 1.5]]]",1
3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_7e5aa4ad7ca94f2c82b77ccba729bf5d.wav,"[['abath', [0.0, 1.62]]]",1
3104_edugame2023_aa2c6ed947c64b2685d9317bcae2acc4_a884e82204b741ae82d74d7ee4724ed5.wav,"[['triggers', [0.0, 0.02]]]",1
3105_edugame2023_879b650d76d74d8081ba631b080c0f44_304769cac6354662bf00a571a5ae4e68.wav,"[['Solitude', [0.0, 1.18]]]",1
3105_edugame2023_879b650d76d74d8081ba631b080c0f44_4108ade0de4c49c393bab02a5ce999e5.wav,"[['Gatine', [0.0, 1.9]]]",1
3105_edugame2023_879b650d76d74d8081ba631b080c0f44_6da2475e8bec4ab6929746da3c1d63a2.wav,"[['Bobier', [0.0, 1.28]]]",1
3105_edugame2023_879b650d76d74d8081ba631b080c0f44_7d4409ba2fba484a9f545916b49181cb.wav,"[[""L'adare"", [0.0, 1.46]]]",1
3105_edugame2023_879b650d76d74d8081ba631b080c0f44_9cf2feb40b8f424c846b016f0eab7ef9.wav,"[['Camarades', [0.0, 1.36]]]",1
3105_edugame2023_879b650d76d74d8081ba631b080c0f44_abeca8ee6f944ecc9710867912219552.wav,"[['HIV', [0.0, 0.52]]]",1
3105_edugame2023_879b650d76d74d8081ba631b080c0f44_c0f3d9bea9c549c6a9dd489f920249a7.wav,"[['parks', [0.0, 0.64]]]",1
3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_64f5b3692d0041728019a4659070b28d.wav,"[['rester', [0.0, 0.42]]]",1
3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_838b48005fb349bab2b13429ea259981.wav,"[['Station', [0.0, 1.12]]]",1
3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_85d23038026645a3ba793808792c26d1.wav,"[['foolish', [0.0, 0.46]]]",1
3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_bc78975109c94ba1bffb8f12361237b0.wav,"[['GWayne', [0.0, 1.2]]]",1
3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_d88ae62222764fcfac76ea1ccbcdec27.wav,"[['YEEX', [0.0, 0.76]]]",1
3105_edugame2023_a18948396bb24ae987ad28890d1fe8a4_ff228dc6feaa432b914e5ce021c00c7b.wav,"[['Hooch', [0.0, 0.52]]]",1
3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_36f1b98998ff458fb2dcc6480a135a9d.wav,"[['Amarade', [1.46, 2.86]]]",1
3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_3a5d56b592254f8c87f9a47c0fe5ac10.wav,"[['Olitude', [0.0, 1.26]]]",1
3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_52ceca2042954493b7c1d9d6ae68dbf0.wav,"[['etcalme', [0.0, 1.14]]]",1
3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_8b1603b180424710a156f2fe7d089ba0.wav,"[['OBSIE', [0.0, 1.44]]]",1
3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_9acf3de9c6a146b19e9d77df88748291.wav,"[['Athena', [0.0, 1.18]]]",1
3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_b33960a6fedd40bc815ede68465cf34e.wav,"[['Action', [4.4, 4.84]]]",1
3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_b646ce220e9d43588eff389b2ba51bb1.wav,"[['Honda?', [0.0, 2.18]]]",1
3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_d5c9899fca1e46b48d69b94d60c05040.wav,"[['femmes', [0.0, 1.5]]]",1
3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_e5677bb36d454578ae530c5cf4e4e22b.wav,"[['laDART', [2.12, 3.9]]]",1
3106_edugame2023_36a83598ce0e45e693ad3957b90975c5_f16fe17839de4337bbae00b0d8c4bf76.wav,"[['Azaan', [8.76, 8.96]]]",1
3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_063c720a507e4685b3423efa16c41c25.wav,"[['Asan', [0.0, 1.3]]]",1
3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_46a1a509e58f41969d116683a51586cf.wav,"[['Unwealth', [0.0, 2.5]]]",1
3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_6346ada1258c4484ac052e84f66662a9.wav,"[['Oùtu?', [0.0, 1.08]]]",1
3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_634c98afa67741ec9dc916abe8bcdad3.wav,"[['Adar', [0.0, 1.86]]]",1
3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_6f21e31162eb4b74baaa848703a714f0.wav,"[['Objet', [0.0, 1.7]]]",1
3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_e40e00b6c06149319ff5f121e36e4a50.wav,"[['Àdemain!', [0.0, 3.16]]]",1
3106_edugame2023_667bb67f03c04e8ba384a3deef95406d_ec838fa2594449b79c571046dd671245.wav,"[['1', [0.0, 1.62]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_27579b053df54819b89d5c876e6e6ba6.wav,"[['ÉTSAN', [0.0, 1.54]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_3aecc936516242b1b08659af0c6137cd.wav,"[['àtout', [0.0, 1.3]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_5c90a0a8d3d14f0295cf8ddc3bac5eac.wav,"[['Est', [3.42, 4.12]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_64389bb21cb1464d8edbe2fd1aa08d95.wav,"[['aucapital', [0.0, 2.2]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_68ee261e4b1847f6a3e4d879c8e1144b.wav,"[['Hommage', [0.0, 1.3]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_a7091050da7c4b8fb5adb94c6c58d63c.wav,"[['Àbière', [6.4, 8.36]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_ab60b5c892854b528bf2a3b9793f874f.wav,"[['alors', [0.0, 0.04]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_c387e1c19953406f81fb42236874553e.wav,"[['Aplus', [0.0, 8.88]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_e43236a300df422896f9c79ca160caba.wav,"[['horrières', [0.0, 1.94]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_e6f1c4b3bc8a4c3cb5c172a9769733a5.wav,"[['Olage', [0.0, 1.72]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_ed2f91357363448591c98adbe287647e.wav,"[['Anarine', [0.0, 1.56]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_f4d9cdb9934f40e797f2d42404470b02.wav,"[['KSOL', [0.0, 1.98]]]",1
3107_edugame2023_23b2f53e549547a78d98567a58665539_ff91f6d6ec88483f989f7a09c938721d.wav,"[['Allo', [3.16, 3.86]]]",1
3107_edugame2023_9236361a711a469f92143f61ffcd77f7_5b874ce417a14444a93d4c38c38e654e.wav,"[['Loire', [3.18, 4.58]]]",1
3107_edugame2023_9236361a711a469f92143f61ffcd77f7_8a0ee09fb28d4fffb9b0f71a101c4404.wav,"[['laわん', [10.56, 11.96]]]",1
3107_edugame2023_9236361a711a469f92143f61ffcd77f7_93ddf889fb4c4be69ed61173407ba3e3.wav,"[['Annéant', [2.5, 3.9]]]",1
3107_edugame2023_9236361a711a469f92143f61ffcd77f7_9f84beabd8c946448e9bec3d466c5b3f.wav,"[['Labière', [4.32, 6.22]]]",1
3107_edugame2023_9236361a711a469f92143f61ffcd77f7_d79b91f2415d48b0a166f64e5f57898b.wav,"[['You', [0.0, 0.24]]]",1
3108_edugame2023_48d599b0a4a3453ba73be2d79c73feac_15a3844b818e4a1ba96d80b881a9c836.wav,"[['Aillent', [0.0, 1.52]]]",1
3108_edugame2023_48d599b0a4a3453ba73be2d79c73feac_7ccfcc21bd5c4c5cad48d71e2714854e.wav,"[['Aurevoir', [0.0, 1.38]]]",1
3108_edugame2023_48d599b0a4a3453ba73be2d79c73feac_7f4101edb7144c6898005ac51fcf3d89.wav,"[['Anuage!', [0.0, 2.62]]]",1
3108_edugame2023_48d599b0a4a3453ba73be2d79c73feac_7f9b8beb8ea24094878a4f8eabafdb55.wav,"[['Brutal', [4.44, 5.84]]]",1
3108_edugame2023_48d599b0a4a3453ba73be2d79c73feac_80b4c3ff1c8f425baea1aae09b938c8e.wav,"[['__________', [0.0, 2.0]]]",1
3108_edugame2023_48d599b0a4a3453ba73be2d79c73feac_8996946fe2654c20a52567ff4d97c1ba.wav,"[['àtout', [0.0, 1.38]]]",1
3108_edugame2023_48d599b0a4a3453ba73be2d79c73feac_b37c887647104add9f859b67f342c2ef.wav,"[['Oumy', [0.0, 1.52]]]",1
3108_edugame2023_48d599b0a4a3453ba73be2d79c73feac_d130bc69cc5e4eb5a2c6a7acf1229a0e.wav,"[['Labête', [0.0, 2.32]]]",1
3108_edugame2023_48d599b0a4a3453ba73be2d79c73feac_dda32edd687f403eb6bf04a1a1845b49.wav,"[['Hachys', [0.0, 1.6]]]",1
3108_edugame2023_48d599b0a4a3453ba73be2d79c73feac_eac18b8655ab422a8e362a99546fe1a0.wav,"[['lip', [0.0, 2.0]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_1f752280fa40459c8ebeb1e95dbfbfb7.wav,"[['Caravane', [0.0, 1.86]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_1fa4df627f794aa5b12e4c54ad521772.wav,"[['Caméra', [0.0, 1.82]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_204a6926f772452da0ba4447fb6f022f.wav,"[['Chapeau', [0.0, 1.52]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_35a26e88c62d455ea3eed8380758f603.wav,"[['Régo', [0.0, 1.32]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_556a60c087c043bfb81f1e8bf40f0170.wav,"[['Clabette', [0.0, 1.5]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_5eaf984a589245fba98dd6426cf8c939.wav,"[['Studio', [0.0, 1.88]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_73f8539e014f41f4a8665ea0420d73d0.wav,"[['Black', [0.0, 1.62]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_9267e2e604b042f1ba97fac8dc18688d.wav,"[['Spiral', [0.0, 2.26]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_9caecd323fd34496817c938823dbf209.wav,"[['largement', [0.0, 1.36]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_c0c2f3dc95cd46988c1a95b32363f161.wav,"[['Choc!', [0.0, 1.52]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_e448196425ad4a81b64ed3030f0a2b24.wav,"[['Hotel', [0.0, 1.26]]]",1
3108_edugame2023_50b69274c57a4af0ae16080390ee8038_ef8fb203bdee4e5ca7d5e2584e7b5fc1.wav,"[['Gliz', [0.0, 1.96]]]",1
3108_edugame2023_83b9f2cdeb0c493f9a65263bc611cb74_3551d74693c9459a8a8f57181ef6f206.wav,"[['Ajour', [2.42, 4.06]]]",1
3108_edugame2023_83b9f2cdeb0c493f9a65263bc611cb74_40c64d28082b4830b3e346e9365cb89f.wav,"[['le', [4.6, 6.0]]]",1
3108_edugame2023_83b9f2cdeb0c493f9a65263bc611cb74_410e8edf4fb74953b7dc161f4cb0e84f.wav,"[['À-tout', [0.0, 3.76]]]",1
3108_edugame2023_83b9f2cdeb0c493f9a65263bc611cb74_62a40606ca0f44f1bd79526fe5f38370.wav,"[['Oumba', [4.08, 4.54]]]",1
3108_edugame2023_83b9f2cdeb0c493f9a65263bc611cb74_9b2afffb473649058709766aa36694fc.wav,"[['ARAVAN', [0.0, 1.56]]]",1
3108_edugame2023_83b9f2cdeb0c493f9a65263bc611cb74_a7a2d2e440ae47f187d30d0683171c4f.wav,"[['Ego', [0.0, 2.22]]]",1
3108_edugame2023_83b9f2cdeb0c493f9a65263bc611cb74_b6afb7c4918b4b72ae621e54af1d2537.wav,"[['Pyr!*', [2.24, 3.64]]]",1
3108_edugame2023_83b9f2cdeb0c493f9a65263bc611cb74_cbd0f3be9951439bab5aec5d8ca9eada.wav,"[['Oumy', [2.56, 3.96]]]",1
3108_edugame2023_83b9f2cdeb0c493f9a65263bc611cb74_d448d7087f8a4be1ae0a07403b7f6992.wav,"[['leakage', [0.0, 0.02]]]",1
3109_edugame2023_02dab66d51494d9482a5bfd4d14c7468_3a00589bc5754c4db174a3dae401e415.wav,"[['Yvrgoo', [2.06, 2.7]]]",1
3109_edugame2023_4a52b0fd5cf94dea9e0a76825281b585_82ff905ec98a42fba09176e785f68d88.wav,"[['Inutile', [0.0, 1.46]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_10c4ca8c9df3469ebadda8f265a2fdcb.wav,"[['Ah간', [2.4, 3.1]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_1e9fb9d7595e43dbb195bcd4453c1be4.wav,"[['a', [0.0, 0.7]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_3968ece3ce0a4d8894a89508d840c4bb.wav,"[['Alld', [0.0, 0.04]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_70c6004c53f747138e45da771417bbe5.wav,"[['Aglace', [1.48, 2.58]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_715512899dab4bb3a313a3ccaeabc959.wav,"[['が', [0.0, 1.28]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_7174021ee53744efa6a2ae15ac787f70.wav,"[['419', [2.18, 3.94]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_a427a9be28c04116932e05e315e01f15.wav,"[['Adarad', [0.0, 2.0]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_b4c5a06a841e4503ad21891606fb17be.wav,"[['etheureux', [0.0, 1.12]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_bd5083d495264a258ca0f203649c9321.wav,"[['Àsuivi', [0.0, 1.84]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_d78564022ca547de9a51e03f70d9ac49.wav,"[['Bhutan', [0.0, 2.34]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_da34d06d40d64dbcba4589475d605530.wav,"[['ànappé', [0.0, 1.52]]]",1
3110_edugame2023_75ae6e8cd83f459b80bc4debefc3a6c2_fc80d03298c241399a183be30575fd27.wav,"[['aucune', [0.0, 1.7]]]",1
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_5193cc9c06bd4409be99ad0c5843850f.wav,"[['athon', [0.0, 2.04]]]",1
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_7f9c76c669034b989b939d8c39b6096e.wav,"[['Amarade', [0.0, 1.22]]]",1
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_8464b9fcb0274369ae1d0463fd91d82e.wav,"[['Action', [0.0, 1.98]]]",1
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_85e1ac3df44649ce9a09a07d7de8b5ef.wav,"[['RISON', [0.0, 2.0]]]",1
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_a1135603a95040f9b26c590d3083dea5.wav,"[['ligne', [3.98, 5.38]]]",1
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_c39e2843a6a043079ac6bf8d4d591a2f.wav,"[['Olitude', [0.0, 2.12]]]",1
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_d40a444517e44fa78a3f50f94fc259a4.wav,"[['Etcalme', [0.0, 2.36]]]",1
3110_edugame2023_eccf5f8ad31043e29dbc88fda81b7be3_e36c4fa3d47f42269f54592ef97848c9.wav,"[['ONDA', [0.0, 2.08]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_1148f74ad18c4244913bb6bdadd42418.wav,"[['Euval', [0.0, 1.2]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_1681b662591a4b0a8c02e9cdb6226e29.wav,"[['🤬', [0.0, 1.36]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_1748d88ebffd42c5aa59923434dc2653.wav,"[['인comentários', [0.0, 1.6]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_3f04dc86f5b643c0b9943d3a8b972dab.wav,"[['Atueul', [0.0, 1.18]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_629e16dd5e6f47d297b0c4f84afb40d0.wav,"[['Àbientôt', [0.0, 1.24]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_6fc805c617e14b5f8c83c2f3bb6fd0ff.wav,"[[""M'éma"", [0.0, 1.14]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_70de79374d824ad585ebcde8174d321e.wav,"[['Orcière', [0.0, 1.22]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_8ad6c4dfc6ee49a5ae4e39cbebcc3f3a.wav,"[['Habitale', [0.0, 1.2]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_b10462fa484b4f67b29f58032d3b7f75.wav,"[['AGE', [0.0, 1.6]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_b12d0cf4c5264cf29ec502e66ffd15e7.wav,"[['aularge', [0.0, 1.06]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_c0d849df2dd74d34810b3a025f066234.wav,"[['Écum', [0.0, 1.08]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_eb216e5d2df54e8c814e433cec4c6c41.wav,"[['Homo', [0.0, 2.08]]]",1
3111_edugame2023_0965e6e7e7494bdfa0155ee72c82a1a7_f9431dc2eda74efc9ed49cc1e4ebd508.wav,"[['oumais', [0.0, 1.0]]]",1
