,file_name,trial_answer_coder2_phoneme
22,1005_edugame2023_aac4592555114aec84d9fd1a3c6b291b_2e9002acfa11451a8d6ab8b0a66d68c8.wav,[PAD][UNK][PAD][PAD]valo[PAD]save[PAD]klofe[PAD]lo[PAD][PAD][UNK][PAD]son[PAD]viʎo[PAD]dete[PAD][PAD][UNK][PAD]far[PAD]de[PAD][PAD][UNK][PAD]poritːa[PAD][PAD][UNK][PAD]prodɪ[PAD]ɡliːa[PAD]anitʃɪ[PAD]antʃɪ[PAD][PAD][UNK][PAD]biɲoazo[PAD][PAD][UNK][PAD]flane[PAD]stro[PAD]kaɲɲa[PAD]ripo
23,1005_edugame2023_aac4592555114aec84d9fd1a3c6b291b_e52293c399cb4e3982eb6c54f55d4cc1.wav,ustro[PAD]bis[PAD]mak[PAD]ko[PAD]sar[PAD]ve[PAD]lone[PAD]ke[PAD]tinere[PAD]bi[PAD]nka[PAD]lo[PAD]nadʒːo[PAD]ɡa[PAD]ʎidapo[PAD]ma[PAD]ki[PAD]dante[PAD]tukːa[PAD][PAD][UNK][PAD]aɲɲe[PAD]miza[PAD]nɔ[PAD]ɡrɛsto[PAD]niʃa[PAD]kope
24,1006_edugame2023_9cdbc3f83a184291ab29182306336290_3e502d570832444db9ccde3303aa18f8.wav,[PAD][UNK][PAD][PAD]ɔstro[PAD][PAD][UNK][PAD]bis[PAD]maɡ[PAD]ɡo[PAD]sirve[PAD]lone[PAD]ke[PAD]di[PAD]nare[PAD]dɔrka[PAD]bo[PAD]ledʒːio[PAD]ka[PAD]ʎɪ[PAD]tapo[PAD]na[PAD]ki[PAD]pante[PAD]nutːo[PAD][PAD][UNK][PAD]eː[PAD]ɲo[PAD]miza[PAD]eː[PAD]ɡasto[PAD]leʃakope
25,1006_edugame2023_9cdbc3f83a184291ab29182306336290_693b7a3f5b5c4795a6743bd5ab67ac74.wav,vilo[PAD]sotʃe[PAD]klovɛno[PAD]mʊnviʎo[PAD]depe[PAD]banse[PAD]koritːa[PAD]tʃi[PAD][PAD][UNK][PAD]pradiʎa[PAD]arvɪ[PAD][PAD][UNK][PAD]bi[PAD]ɲo[PAD]la[PAD]flu[PAD]nɛstro[PAD]ko[PAD]ɲa[PAD]rɛ[PAD]po
26,1006_edugame2023_f7efdc28e07f4bde913c30dbb0b823a1_687450a2bf6a4eb7831385dc819e7da2.wav,strato[PAD]palɛstra[PAD][PAD][UNK][PAD][PAD]balɛstra[PAD]apːʊn[PAD]tamento[PAD]ka[PAD]po[PAD]klasse[PAD]vɛʎa[PAD]rɪ[PAD]ɛsse[PAD]pɔsta[PAD]bi[PAD]tʃi[PAD]kletːa[PAD]ka[PAD]fːe[PAD]tːeria[PAD]stritsːa[PAD]kassetːo[PAD]kartellino[PAD]passatɛmpo
27,1006_edugame2023_f7efdc28e07f4bde913c30dbb0b823a1_71cd107eb89c4302b8fda5bd10301fce.wav,[PAD][UNK][PAD][PAD]duna[PAD]nɔnno[PAD]kanile[PAD]bi[PAD]nɔkolo[PAD]batʃo[PAD]alɡa[PAD]kɔditʃe[PAD]ban[PAD]dito[PAD][PAD][UNK][PAD]vitsio[PAD]matːo[PAD]avvizo[PAD]kar[PAD]ni[PAD]vo[PAD]rɔ
28,1006_edugame2023_f7efdc28e07f4bde913c30dbb0b823a1_c6cac816b0364c55b3773d4c624c25d5.wav,praŋdzo[PAD]fɔʎo[PAD]sinistra[PAD]bersaʎo[PAD]strano[PAD]pre[PAD]tstso[PAD]montaɲɲa[PAD]medzːodʒɔrno[PAD]maɛstra[PAD]pie[PAD]tra[PAD]fratɛllo[PAD]ak[PAD]kwario
29,1006_edugame2023_f7efdc28e07f4bde913c30dbb0b823a1_f7a2cce5b3b64a51baeeb4841e5172b5.wav,vazo[PAD]patʃe[PAD]kame[PAD]ra[PAD]dʒenitore[PAD]mɛze[PAD]kava[PAD]pa[PAD]rɔ[PAD]la[PAD]bambina[PAD]ɔdʒːɪ[PAD]fɔka[PAD][PAD][UNK][PAD]aprile[PAD]ka[PAD]rne[PAD]vale
30,1007_edugame2023_79ae2f23d9dd419d9aceb6b58deb7875_01ce746620924b1aa54cd98afa1fe702.wav,valo[PAD]ɛsse[PAD]aː[PAD]ve[PAD]klo[PAD]fe[PAD]lo[PAD]son[PAD]viʎo[PAD]dete[PAD]farde[PAD]poritːa[PAD]pro[PAD]di[PAD]ɡliːa[PAD]antʃɪ[PAD][PAD][UNK][PAD]bi[PAD]ɲozo[PAD]fla[PAD]ne[PAD]stro[PAD]ko[PAD]ɲo[PAD]ripo
31,1007_edugame2023_79ae2f23d9dd419d9aceb6b58deb7875_26a3dd9b5bc24834a42f801c02d325d1.wav,ustro[PAD]bizma[PAD]kːo[PAD]sar[PAD]velone[PAD]ketinere[PAD]bjanka[PAD]la[PAD]bin[PAD]ka[PAD]lonadʒːo[PAD]ɡaʎɪ[PAD]dapo[PAD]makɪ[PAD]dante[PAD]tukːa[PAD]aɲɲe[PAD]mi[PAD]sa[PAD]nɔ[PAD]ɡre[PAD]stɔ[PAD]ni[PAD]ʃia[PAD]ko[PAD]pe
32,1007_edugame2023_e96c3939e26e41e1b2b978db3df03634_3320700bcbab413eb965865a59d8efef.wav,frutːa[PAD]fɔʎa[PAD]fi[PAD]nɛstra[PAD]ven[PAD]taʎo[PAD]streɡa[PAD]pronto[PAD]kom[PAD]paɲɲa[PAD][PAD][UNK][PAD]bwɔn[PAD]dʒorno[PAD]dɛstra[PAD]lastra[PAD]kapːɛllo[PAD][PAD][UNK][PAD]ʃia[PAD]kku[PAD]ɔː
33,1007_edugame2023_e96c3939e26e41e1b2b978db3df03634_4661066fbc624fba929c353ef460869a.wav,nazo[PAD]pane[PAD]lavɔro[PAD]telɛfono[PAD]mano[PAD]fava[PAD]natura[PAD]per[PAD]sona[PAD]an[PAD]nɔ[PAD]fotʃe[PAD]aŋɡolo[PAD][PAD][UNK][PAD]personale
34,1007_edugame2023_e96c3939e26e41e1b2b978db3df03634_5bc0ad73649349a4a2e76c4f181cf6ee.wav,diɡa[PAD]ɡatːo[PAD]ba[PAD]di[PAD]le[PAD]bo[PAD]ni[PAD]fiko[PAD]linea[PAD]alba[PAD]komenta[PAD]pɛn[PAD]ti[PAD]to[PAD]titsio[PAD]patːo[PAD]offeza[PAD]kal[PAD]de[PAD]rɔ[PAD]ne
35,1007_edugame2023_e96c3939e26e41e1b2b978db3df03634_ae8938509c984c748967519224bb6279.wav,[PAD][UNK][PAD]ɛssetɪɛrɾe[PAD]ɔː[PAD]fa[PAD][PAD][UNK][PAD]mi[PAD]ni[PAD]stra[PAD][PAD][UNK][PAD]inkwɪ[PAD]na[PAD]mento[PAD]kompa[PAD]skwadra[PAD]tiʎo[PAD]fantazma[PAD]mototʃikletːa[PAD][PAD][UNK][PAD]kaffe[PAD]latːe[PAD][PAD][UNK][PAD]strillo[PAD]rossetːo[PAD]kar[PAD]te[PAD]llone[PAD][PAD][UNK][PAD]kassa[PAD]panka
36,1008_edugame2023_bde224b204084fe7ad81451df0572395_41d3a5f02cbf483d99246e09fdf3cc0c.wav,istro[PAD]bizmɔɡːo[PAD]sirf[PAD]elone[PAD]ketinare[PAD]bɔrte[PAD]fɔne[PAD]dʒːɔ[PAD]kaʎa[PAD]dabo[PAD]paketɛnta[PAD]bido[PAD]bitːo[PAD]eɲamiza[PAD]naɡrɔsto[PAD][PAD][UNK][PAD]bʊʃakope
37,1008_edugame2023_bde224b204084fe7ad81451df0572395_f9e387e8522244c595010ad45c1416b9.wav,vuzo[PAD]sekːa[PAD]seka[PAD]klofɛno[PAD]ran[PAD]viʎo[PAD]dape[PAD]tarse[PAD]doridzːa[PAD]pradeʎa[PAD]arlo[PAD]beɲole[PAD]flave[PAD]stro[PAD]kʊɲaripo
38,1008_edugame2023_c63f2200942c4c42843946db78b34769_0e094ce9d58346849e12990ea6b15b03.wav,kaza[PAD]fame[PAD]vitʃino[PAD]domenika[PAD]meno[PAD]bava[PAD]nuvola[PAD]siɲora[PAD]ɛkːo[PAD]foɡa[PAD]estate[PAD]ospedale
39,1008_edugame2023_c63f2200942c4c42843946db78b34769_2ceed66564ed48e59d811e5bf64c26ba.wav,skarpa[PAD]fiʎo[PAD]palɛstra[PAD]fermaʎo[PAD]strada[PAD]branko[PAD]kompaɲɲo[PAD][PAD][UNK][PAD]sɔ[PAD]dʒːɔrno[PAD]dʒɔstra[PAD][PAD][UNK][PAD]mostra[PAD]kastɛllo[PAD]akːwisto
40,1008_edugame2023_c63f2200942c4c42843946db78b34769_2d85fae88d1645c4bd06935e60166894.wav,diva[PAD]nɔtːe[PAD][PAD][UNK][PAD]barile[PAD]bazilio[PAD]radio[PAD]anka[PAD]kɔfano[PAD]kan[PAD]dito[PAD]bivio[PAD]fatːo[PAD]atːeza[PAD][PAD][UNK][PAD]kandɪ[PAD]dato
41,1008_edugame2023_c63f2200942c4c42843946db78b34769_bb60aa21692e4a2f9736096976022aa3.wav,stradʒe[PAD]minest[PAD]ra[PAD]apːartamento[PAD][PAD][UNK][PAD]kapo[PAD]skʊɔla[PAD]taʎa[PAD][PAD][UNK][PAD]farfalla[PAD][PAD]medaʎɪ[PAD]etːa[PAD]kaffetːe[PAD]ria[PAD]striŋɡa[PAD][PAD][UNK][PAD]dʒessetːo[PAD]kartontʃino[PAD]kassaf[PAD]ɔrte
42,1009_edugame2023_888978f9436045998e78b70fc08b465b_1be90b9db1b54dca986b1151e7547041.wav,duna[PAD]nɔnno[PAD]kanile[PAD]binɔkolo[PAD]batʃo[PAD]alɡa[PAD]kɔditʃe[PAD]bandito[PAD]vitsio[PAD]matːo[PAD]avvizo[PAD]kar[PAD]ni[PAD]vɔro
43,1009_edugame2023_888978f9436045998e78b70fc08b465b_c312db7dca3441c9928a1bf769ace001.wav,strato[PAD]balɛstra[PAD]apːʊntamento[PAD]kapoklasse[PAD]vɛʎa[PAD]riposta[PAD]bitʃikletːa[PAD]kaffetːeria[PAD]stritsːa[PAD]kassetːo[PAD]kartellino[PAD]passatɛmpo[PAD][PAD][UNK][PAD]
44,1009_edugame2023_888978f9436045998e78b70fc08b465b_e289d94d72114899b5230d4a2cd10fdd.wav,praŋdzo[PAD]fɔʎo[PAD]sinistra[PAD]bersaʎo[PAD]strano[PAD]prɛtsːo[PAD]montaɲɲa[PAD]medzːodʒɔrno[PAD]maɛstra[PAD]pjastra[PAD]fratɛllo[PAD]akːwario[PAD]praŋdzo[PAD][PAD][UNK][PAD][PAD]fɔʎo[PAD]sinis[PAD][PAD]fɔʎo[PAD]sinistra[PAD]strano[PAD]prɛtsːo[PAD][PAD][UNK][PAD]
45,1009_edugame2023_888978f9436045998e78b70fc08b465b_e9f28f61cce148749019f259f1698b74.wav,vazo[PAD]patʃe[PAD][PAD][UNK][PAD]kamera[PAD]dʒenitore[PAD]mɛze[PAD]kava[PAD]paɾɔla[PAD]bambina[PAD]ɔdʒːɪ[PAD]fɔka[PAD][PAD][UNK][PAD]aprile[PAD]karnevale
46,1009_edugame2023_c6ff7b76827c4793bd145b0978f93edb_4a56602b07a54fc19ddffd825228ffec.wav,[PAD][UNK][PAD][PAD]ɔstro[PAD]bizmaɡːo[PAD]sir[PAD]velone[PAD][PAD][UNK][PAD][PAD][PAD][UNK][PAD]
47,1009_edugame2023_c6ff7b76827c4793bd145b0978f93edb_ec7fde3ba6d94a52a5c1756b1d651bea.wav,vilo[PAD]sotʃe[PAD]klovɛno[PAD][PAD][UNK][PAD]mʊnviʎo[PAD]depe[PAD]banse[PAD]koritːa[PAD]pradiʎa[PAD]arvɪ[PAD]biɲalo[PAD]flʊnɛstro[PAD]kaɲarepo
48,1010_edugame2023_10904158f15c44c193c3c7509f0bf03f_3f550b723cb44ac48508e51efe757bcd.wav,[PAD][UNK][PAD][PAD]ɔstro[PAD][PAD][UNK][PAD]bis[PAD]maɡ[PAD]ɡo[PAD]sir[PAD]ve[PAD]lone[PAD]ke[PAD]di[PAD]na[PAD]rɛ[PAD]dɔr[PAD]ka[PAD]boledʒːo[PAD]ka[PAD]ʎɪ[PAD]tapo[PAD]nakipan[PAD]te[PAD]nutːo[PAD]eɲomiza[PAD]noɡrasto[PAD]leʃa[PAD]kope
49,1010_edugame2023_10904158f15c44c193c3c7509f0bf03f_a22d2a3115e045cca1e8cee33640d86b.wav,vilo[PAD]sɔ[PAD]tʃe[PAD]klo[PAD]veno[PAD]mun[PAD]viʎo[PAD]depe[PAD]ban[PAD]se[PAD]koritːa[PAD]pradɪ[PAD]ɡliːa[PAD]ar[PAD]vi[PAD][PAD][UNK][PAD]biɲɲa[PAD]lo[PAD]flune[PAD]stro[PAD]ko[PAD]ɲa[PAD]rɛpo
50,1010_edugame2023_b481e448746e46989aa0a6c1923a85c7_23a94a1b451d40a7816f8a5d2009cb78.wav,duna[PAD]nɔnno[PAD]kanile[PAD]bi[PAD]nɔkolo[PAD]batʃo[PAD]alɡa[PAD]kɔditʃe[PAD]bandito[PAD]vitsio[PAD]matːo[PAD]avvizo[PAD]kar[PAD]nivɔro
51,1010_edugame2023_b481e448746e46989aa0a6c1923a85c7_3c6b64af51844cd28e9378d06bbce988.wav,praŋdzo[PAD]fo[PAD]ʎɔ[PAD]si[PAD]ni[PAD]stra[PAD]bɛr[PAD]saʎo[PAD][PAD][UNK][PAD]strano[PAD]prɛtsːo[PAD]montaɲɲa[PAD]mɛdzːo[PAD]dʒorno[PAD]maɛstra[PAD]pjastra[PAD]ɛffe[PAD]ratɛllo[PAD]akːwario
52,1010_edugame2023_b481e448746e46989aa0a6c1923a85c7_d8e98a9175bf4db19fc258c1aab4d033.wav,[PAD][UNK][PAD]strato[PAD]ba[PAD]le[PAD]stra[PAD]apːʊntamento[PAD]kapoklasse[PAD]vɛʎa[PAD]risposta[PAD]bitʃikletːa[PAD]kaffetːiɛra[PAD]stritsːa[PAD]kassetːo[PAD]kartel[PAD]lino[PAD]passatɛmpo
53,1010_edugame2023_b481e448746e46989aa0a6c1923a85c7_e76aa3e4681a40d2be93ba17ead75106.wav,vazo[PAD]patʃe[PAD]kamera[PAD]kamera[PAD]dʒenitore[PAD]mɛze[PAD]kava[PAD]pa[PAD]rɔla[PAD]bambina[PAD]ɔdʒːɪ[PAD]fɔka[PAD]aprile[PAD]karnevale
54,1011_edugame2023_34bcac37138040c99903722d46899196_56b11f1ab2774a1fb52e5402672a3da9.wav,diva[PAD]nɔtːe[PAD]barɪ[PAD]le[PAD]bazɪ[PAD]li[PAD]ko[PAD][PAD][UNK][PAD][PAD][UNK][PAD]radio[PAD]anka[PAD][PAD][UNK][PAD][PAD]ko[PAD]fa[PAD]nɔ[PAD]kan[PAD]di[PAD]to[PAD]bi[PAD]vi[PAD]ɔː[PAD]fatːo[PAD]adessa[PAD]kazanassa
55,1011_edugame2023_34bcac37138040c99903722d46899196_7ee80349b3ac46189494980148e3c289.wav,sakːa[PAD]fino[PAD]fino[PAD]ama[PAD]nɔtːe[PAD]nɔtːe[PAD]nɔtːe[PAD]kavolo[PAD]kavolo
56,1011_edugame2023_34bcac37138040c99903722d46899196_9e87ffab98264b5c896784902c465ce6.wav,ɛssetɪɛrɾe[PAD]aː[PAD]dʒe[PAD]minɛstra
57,1011_edugame2023_34bcac37138040c99903722d46899196_dc43f01bd3ef4096a3027afb1a67aea4.wav,[PAD][UNK][PAD][PAD][UNK][PAD]kazo[PAD]fame[PAD]vitʃino[PAD]domenika[PAD]meno[PAD]bava[PAD]nuvola[PAD]siɲora[PAD]ɛkːo[PAD]fɔʎa[PAD]estate[PAD]ospe[PAD]da[PAD]le
58,1011_edugame2023_9a6aadda7e164ac48d0d7449b87a5b29_b96b187417a9455782e07ca1e164c04e.wav,vuzo[PAD]sekːa[PAD]klofe[PAD]nɔ[PAD][PAD][UNK][PAD]ranivio[PAD]dɔpːe[PAD]torse[PAD]dorsia[PAD]prade[PAD]ɡliːa[PAD]arlo[PAD]beɲɲo[PAD]le[PAD]flave[PAD]stro[PAD]ku[PAD]ɡliːa[PAD]rɛpo
59,1011_edugame2023_9a6aadda7e164ac48d0d7449b87a5b29_d0d7e8baf95d4e9ba97154eac6a2420d.wav,ist[PAD]rɔ[PAD]bizmoʎo[PAD]sirsɛlon[PAD]ketːinare[PAD][PAD][UNK][PAD]bɔrte[PAD]foneɡ[PAD]dʒɔ[PAD]kaʎe[PAD]damo[PAD]pak[PAD]ke[PAD]dɛnta[PAD]bitːo[PAD]eɲameza[PAD]najɔrstro[PAD]vʊʃakome
60,1016_edugame2023_4da384b2b6914b948d4a6c5f132ec86f_29150b95bd9949138b9546236977eaff.wav,ɛsse[PAD]tɪ[PAD]ɛrɾe[PAD]aː[PAD]dʒi[PAD]eː[PAD][PAD][UNK][PAD]
61,1016_edugame2023_4da384b2b6914b948d4a6c5f132ec86f_65f04ce0bcc34f3a8abb9b1e35a4273a.wav,[PAD][UNK][PAD]ɛsse[PAD]tʃi[PAD]aː[PAD]ɛrɾe[PAD]pi[PAD]aː[PAD][PAD][UNK][PAD]
62,1016_edugame2023_4da384b2b6914b948d4a6c5f132ec86f_844d91c3e2a7403798d378873f5bec57.wav,[PAD][UNK][PAD][PAD][UNK][PAD]di[PAD]va[PAD][PAD][UNK][PAD]
63,1016_edugame2023_4da384b2b6914b948d4a6c5f132ec86f_bddc2534bccf454d9e01f2b5541d70f4.wav,[PAD][UNK][PAD][PAD][UNK][PAD][PAD]kaza[PAD]kaza[PAD]ko[PAD]fa[PAD]ma[PAD]me[PAD][PAD]vi[PAD]ki[PAD]nɔ[PAD]do[PAD]me[PAD]ni[PAD][PAD][UNK][PAD]
